Municipios;Sexo;Periodo;Total
25100 Gósol;Total;2019;206
25100 Gósol;Total;2018;209
25100 Gósol;Total;2017;222
25100 Gósol;Total;2016;228
25100 Gósol;Total;2015;226
25101 Granadella, La;Total;2022;724
25101 Granadella, La;Total;2021;705
25101 Granadella, La;Total;2020;716
25101 Granadella, La;Total;2019;712
25101 Granadella, La;Total;2018;728
25101 Granadella, La;Total;2017;737
25101 Granadella, La;Total;2016;723
25101 Granadella, La;Total;2015;712
25102 Granja d'Escarp, La;Total;2022;923
25102 Granja d'Escarp, La;Total;2021;931
25102 Granja d'Escarp, La;Total;2020;922
25102 Granja d'Escarp, La;Total;2019;936
25102 Granja d'Escarp, La;Total;2018;956
25102 Granja d'Escarp, La;Total;2017;971
25102 Granja d'Escarp, La;Total;2016;977
25102 Granja d'Escarp, La;Total;2015;1.001
25103 Granyanella;Total;2022;136
25103 Granyanella;Total;2021;145
25103 Granyanella;Total;2020;143
25103 Granyanella;Total;2019;148
25103 Granyanella;Total;2018;140
25103 Granyanella;Total;2017;147
25103 Granyanella;Total;2016;153
25103 Granyanella;Total;2015;146
25105 Granyena de les Garrigues;Total;2022;147
25105 Granyena de les Garrigues;Total;2021;154
25105 Granyena de les Garrigues;Total;2020;140
25105 Granyena de les Garrigues;Total;2019;132
25105 Granyena de les Garrigues;Total;2018;144
25105 Granyena de les Garrigues;Total;2017;158
25105 Granyena de les Garrigues;Total;2016;158
25105 Granyena de les Garrigues;Total;2015;161
25104 Granyena de Segarra;Total;2022;157
25104 Granyena de Segarra;Total;2021;159
25104 Granyena de Segarra;Total;2020;151
25104 Granyena de Segarra;Total;2019;142
25104 Granyena de Segarra;Total;2018;147
25104 Granyena de Segarra;Total;2017;143
25104 Granyena de Segarra;Total;2016;147
25104 Granyena de Segarra;Total;2015;139
25109 Guimerà;Total;2022;261
25109 Guimerà;Total;2021;263
25109 Guimerà;Total;2020;271
25109 Guimerà;Total;2019;265
25109 Guimerà;Total;2018;270
25109 Guimerà;Total;2017;273
25109 Guimerà;Total;2016;275
25109 Guimerà;Total;2015;277
25903 Guingueta d'Àneu, La;Total;2022;298
25903 Guingueta d'Àneu, La;Total;2021;300
25903 Guingueta d'Àneu, La;Total;2020;289
25903 Guingueta d'Àneu, La;Total;2019;297
25903 Guingueta d'Àneu, La;Total;2018;298
25903 Guingueta d'Àneu, La;Total;2017;311
25903 Guingueta d'Àneu, La;Total;2016;308
25903 Guingueta d'Àneu, La;Total;2015;315
25110 Guissona;Total;2022;7.390
25110 Guissona;Total;2021;7.291
25110 Guissona;Total;2020;7.248
25110 Guissona;Total;2019;7.136
25110 Guissona;Total;2018;7.034
25110 Guissona;Total;2017;7.014
25110 Guissona;Total;2016;6.892
25110 Guissona;Total;2015;6.862
25111 Guixers;Total;2022;132
25111 Guixers;Total;2021;126
25111 Guixers;Total;2020;132
25111 Guixers;Total;2019;134
25111 Guixers;Total;2018;138
25111 Guixers;Total;2017;140
25111 Guixers;Total;2016;146
25111 Guixers;Total;2015;142
25115 Isona i Conca Dellà;Total;2022;1.057
25115 Isona i Conca Dellà;Total;2021;1.060
25115 Isona i Conca Dellà;Total;2020;1.042
25115 Isona i Conca Dellà;Total;2019;1.019
25115 Isona i Conca Dellà;Total;2018;1.028
25115 Isona i Conca Dellà;Total;2017;1.027
25115 Isona i Conca Dellà;Total;2016;1.046
25115 Isona i Conca Dellà;Total;2015;1.064
25112 Ivars de Noguera;Total;2022;327
25112 Ivars de Noguera;Total;2021;335
25112 Ivars de Noguera;Total;2020;332
25112 Ivars de Noguera;Total;2019;334
25112 Ivars de Noguera;Total;2018;337
25112 Ivars de Noguera;Total;2017;332
25112 Ivars de Noguera;Total;2016;351
25112 Ivars de Noguera;Total;2015;346
25113 Ivars d'Urgell;Total;2022;1.560
25113 Ivars d'Urgell;Total;2021;1.553
25113 Ivars d'Urgell;Total;2020;1.537
25113 Ivars d'Urgell;Total;2019;1.531
25113 Ivars d'Urgell;Total;2018;1.557
25113 Ivars d'Urgell;Total;2017;1.568
25113 Ivars d'Urgell;Total;2016;1.578
25113 Ivars d'Urgell;Total;2015;1.591
25114 Ivorra;Total;2022;100
25114 Ivorra;Total;2021;110
25114 Ivorra;Total;2020;108
25114 Ivorra;Total;2019;104
25114 Ivorra;Total;2018;104
25114 Ivorra;Total;2017;107
25114 Ivorra;Total;2016;114
25114 Ivorra;Total;2015;106
25910 Josa i Tuixén;Total;2022;105
25910 Josa i Tuixén;Total;2021;100
25910 Josa i Tuixén;Total;2020;103
25910 Josa i Tuixén;Total;2019;106
25910 Josa i Tuixén;Total;2018;118
25910 Josa i Tuixén;Total;2017;115
25910 Josa i Tuixén;Total;2016;122
25910 Josa i Tuixén;Total;2015;129
25118 Juncosa;Total;2022;401
25118 Juncosa;Total;2021;397
25118 Juncosa;Total;2020;395
25118 Juncosa;Total;2019;386
25118 Juncosa;Total;2018;393
25118 Juncosa;Total;2017;408
25118 Juncosa;Total;2016;418
25118 Juncosa;Total;2015;421
25119 Juneda;Total;2022;3.558
25119 Juneda;Total;2021;3.569
25119 Juneda;Total;2020;3.501
25119 Juneda;Total;2019;3.475
25119 Juneda;Total;2018;3.409
25119 Juneda;Total;2017;3.383
25119 Juneda;Total;2016;3.343
25119 Juneda;Total;2015;3.384
25121 Les;Total;2022;970
25121 Les;Total;2021;966
25121 Les;Total;2020;971
25121 Les;Total;2019;946
25121 Les;Total;2018;954
25121 Les;Total;2017;955
25121 Les;Total;2016;958
25121 Les;Total;2015;953
25122 Linyola;Total;2022;2.723
25122 Linyola;Total;2021;2.724
25122 Linyola;Total;2020;2.717
25122 Linyola;Total;2019;2.700
25122 Linyola;Total;2018;2.660
25122 Linyola;Total;2017;2.626
25122 Linyola;Total;2016;2.650
25122 Linyola;Total;2015;2.652
25123 Lladorre;Total;2022;254
25123 Lladorre;Total;2021;244
25123 Lladorre;Total;2020;237
25123 Lladorre;Total;2019;230
25123 Lladorre;Total;2018;227
25123 Lladorre;Total;2017;225
25123 Lladorre;Total;2016;226
25123 Lladorre;Total;2015;229
25124 Lladurs;Total;2022;190
25124 Lladurs;Total;2021;187
25124 Lladurs;Total;2020;180
25124 Lladurs;Total;2019;176
25124 Lladurs;Total;2018;179
25124 Lladurs;Total;2017;183
25124 Lladurs;Total;2016;187
25124 Lladurs;Total;2015;193
25125 Llardecans;Total;2022;421
25125 Llardecans;Total;2021;429
25125 Llardecans;Total;2020;444
25125 Llardecans;Total;2019;451
25125 Llardecans;Total;2018;460
25125 Llardecans;Total;2017;470
25125 Llardecans;Total;2016;476
25125 Llardecans;Total;2015;491
25126 Llavorsí;Total;2022;343
25126 Llavorsí;Total;2021;345
25126 Llavorsí;Total;2020;346
25126 Llavorsí;Total;2019;352
25126 Llavorsí;Total;2018;352
25126 Llavorsí;Total;2017;359
25126 Llavorsí;Total;2016;355
25126 Llavorsí;Total;2015;354
25120 Lleida;Total;2022;140.797
25120 Lleida;Total;2021;140.080
25120 Lleida;Total;2020;140.403
25120 Lleida;Total;2019;138.956
25120 Lleida;Total;2018;137.856
25120 Lleida;Total;2017;137.327
25120 Lleida;Total;2016;138.144
25120 Lleida;Total;2015;138.542
25127 Lles de Cerdanya;Total;2022;286
25127 Lles de Cerdanya;Total;2021;288
25127 Lles de Cerdanya;Total;2020;270
25127 Lles de Cerdanya;Total;2019;253
25127 Lles de Cerdanya;Total;2018;255
25127 Lles de Cerdanya;Total;2017;253
25127 Lles de Cerdanya;Total;2016;247
25127 Lles de Cerdanya;Total;2015;257
25128 Llimiana;Total;2022;146
25128 Llimiana;Total;2021;155
25128 Llimiana;Total;2020;146
25128 Llimiana;Total;2019;145
25128 Llimiana;Total;2018;142
25128 Llimiana;Total;2017;142
25128 Llimiana;Total;2016;150
25128 Llimiana;Total;2015;158
25129 Llobera;Total;2022;202
25129 Llobera;Total;2021;187
25129 Llobera;Total;2020;188
25129 Llobera;Total;2019;188
25129 Llobera;Total;2018;195
25129 Llobera;Total;2017;201
25129 Llobera;Total;2016;203
25129 Llobera;Total;2015;202
25133 Maials;Total;2022;911
25133 Maials;Total;2021;926
25133 Maials;Total;2020;909
25133 Maials;Total;2019;920
25133 Maials;Total;2018;931
25133 Maials;Total;2017;945
25133 Maials;Total;2016;950
25133 Maials;Total;2015;941
25130 Maldà;Total;2022;234
25130 Maldà;Total;2021;237
25130 Maldà;Total;2020;227
25130 Maldà;Total;2019;220
25130 Maldà;Total;2018;225
25130 Maldà;Total;2017;227
25130 Maldà;Total;2016;230
25130 Maldà;Total;2015;228
25131 Massalcoreig;Total;2022;589
25131 Massalcoreig;Total;2021;599
25131 Massalcoreig;Total;2020;610
25131 Massalcoreig;Total;2019;598
25131 Massalcoreig;Total;2018;585
25131 Massalcoreig;Total;2017;588
25131 Massalcoreig;Total;2016;571
25131 Massalcoreig;Total;2015;564
25132 Massoteres;Total;2022;220
25132 Massoteres;Total;2021;223
25132 Massoteres;Total;2020;212
25132 Massoteres;Total;2019;218
25132 Massoteres;Total;2018;232
25132 Massoteres;Total;2017;214
25132 Massoteres;Total;2016;203
25132 Massoteres;Total;2015;189
25134 Menàrguens;Total;2022;774
25134 Menàrguens;Total;2021;789
25134 Menàrguens;Total;2020;813
25134 Menàrguens;Total;2019;806
25134 Menàrguens;Total;2018;801
25134 Menàrguens;Total;2017;819
25134 Menàrguens;Total;2016;847
25134 Menàrguens;Total;2015;849
25135 Miralcamp;Total;2022;1.364
25135 Miralcamp;Total;2021;1.366
25135 Miralcamp;Total;2020;1.385
25135 Miralcamp;Total;2019;1.351
25135 Miralcamp;Total;2018;1.347
25135 Miralcamp;Total;2017;1.358
25135 Miralcamp;Total;2016;1.369
25135 Miralcamp;Total;2015;1.390
25137 Mollerussa;Total;2022;14.730
25137 Mollerussa;Total;2021;14.545
25137 Mollerussa;Total;2020;14.649
25137 Mollerussa;Total;2019;14.683
25137 Mollerussa;Total;2018;14.740
25137 Mollerussa;Total;2017;14.574
25137 Mollerussa;Total;2016;14.585
25137 Mollerussa;Total;2015;14.900
25136 Molsosa, La;Total;2022;99
25136 Molsosa, La;Total;2021;102
25136 Molsosa, La;Total;2020;104
25136 Molsosa, La;Total;2019;107
25136 Molsosa, La;Total;2018;109
25136 Molsosa, La;Total;2017;109
25136 Molsosa, La;Total;2016;111
25136 Molsosa, La;Total;2015;113
25139 Montellà i Martinet;Total;2022;615
25139 Montellà i Martinet;Total;2021;596
25139 Montellà i Martinet;Total;2020;578
25139 Montellà i Martinet;Total;2019;579
25139 Montellà i Martinet;Total;2018;554
25139 Montellà i Martinet;Total;2017;554
25139 Montellà i Martinet;Total;2016;547
25139 Montellà i Martinet;Total;2015;586
25140 Montferrer i Castellbò;Total;2022;1.083
25140 Montferrer i Castellbò;Total;2021;1.081
25140 Montferrer i Castellbò;Total;2020;1.034
25140 Montferrer i Castellbò;Total;2019;1.041
25140 Montferrer i Castellbò;Total;2018;1.074
25140 Montferrer i Castellbò;Total;2017;1.092
25140 Montferrer i Castellbò;Total;2016;1.050
25140 Montferrer i Castellbò;Total;2015;1.010
25138 Montgai;Total;2022;647
25138 Montgai;Total;2021;655
25138 Montgai;Total;2020;643
25138 Montgai;Total;2019;625
25138 Montgai;Total;2018;635
25138 Montgai;Total;2017;636
25138 Montgai;Total;2016;651
25138 Montgai;Total;2015;663
25142 Montoliu de Lleida;Total;2022;494
25142 Montoliu de Lleida;Total;2021;493
25142 Montoliu de Lleida;Total;2020;483
25142 Montoliu de Lleida;Total;2019;489
25142 Montoliu de Lleida;Total;2018;469
25142 Montoliu de Lleida;Total;2017;469
25142 Montoliu de Lleida;Total;2016;495
25142 Montoliu de Lleida;Total;2015;514
25141 Montoliu de Segarra;Total;2022;180
25141 Montoliu de Segarra;Total;2021;191
25141 Montoliu de Segarra;Total;2020;187
25141 Montoliu de Segarra;Total;2019;179
25141 Montoliu de Segarra;Total;2018;190
25141 Montoliu de Segarra;Total;2017;178
25141 Montoliu de Segarra;Total;2016;188
25141 Montoliu de Segarra;Total;2015;194
25143 Montornès de Segarra;Total;2022;92
25143 Montornès de Segarra;Total;2021;91
25143 Montornès de Segarra;Total;2020;96
25143 Montornès de Segarra;Total;2019;100
25143 Montornès de Segarra;Total;2018;98
25143 Montornès de Segarra;Total;2017;97
25143 Montornès de Segarra;Total;2016;100
25143 Montornès de Segarra;Total;2015;101
25145 Nalec;Total;2022;95
25145 Nalec;Total;2021;88
25145 Nalec;Total;2020;90
25145 Nalec;Total;2019;87
25145 Nalec;Total;2018;93
25145 Nalec;Total;2017;101
25145 Nalec;Total;2016;100
25145 Nalec;Total;2015;95
25025 Naut Aran;Total;2022;1.923
25025 Naut Aran;Total;2021;1.941
25025 Naut Aran;Total;2020;1.836
25025 Naut Aran;Total;2019;1.803
25025 Naut Aran;Total;2018;1.790
25025 Naut Aran;Total;2017;1.781
25025 Naut Aran;Total;2016;1.764
25025 Naut Aran;Total;2015;1.760
25146 Navès;Total;2022;305
25146 Navès;Total;2021;293
25146 Navès;Total;2020;284
25146 Navès;Total;2019;280
25146 Navès;Total;2018;291
25146 Navès;Total;2017;288
25146 Navès;Total;2016;283
25146 Navès;Total;2015;281
25148 Odèn;Total;2022;252
25148 Odèn;Total;2021;253
25148 Odèn;Total;2020;258
25148 Odèn;Total;2019;249
25148 Odèn;Total;2018;260
25148 Odèn;Total;2017;256
25148 Odèn;Total;2016;259
25148 Odèn;Total;2015;253
25149 Oliana;Total;2022;1.849
25149 Oliana;Total;2021;1.857
25149 Oliana;Total;2020;1.843
25149 Oliana;Total;2019;1.810
25149 Oliana;Total;2018;1.787
25149 Oliana;Total;2017;1.826
25149 Oliana;Total;2016;1.844
25149 Oliana;Total;2015;1.842
25150 Oliola;Total;2022;196
25150 Oliola;Total;2021;201
25150 Oliola;Total;2020;203
25150 Oliola;Total;2019;197
25150 Oliola;Total;2018;202
25150 Oliola;Total;2017;211
25150 Oliola;Total;2016;220
25150 Oliola;Total;2015;233
25151 Olius;Total;2022;985
25151 Olius;Total;2021;962
25151 Olius;Total;2020;981
25151 Olius;Total;2019;986
25151 Olius;Total;2018;961
25151 Olius;Total;2017;931
25151 Olius;Total;2016;929
25151 Olius;Total;2015;910
25152 Oluges, Les;Total;2022;166
25152 Oluges, Les;Total;2021;169
25152 Oluges, Les;Total;2020;171
25152 Oluges, Les;Total;2019;167
25152 Oluges, Les;Total;2018;172
25152 Oluges, Les;Total;2017;155
25152 Oluges, Les;Total;2016;152
25152 Oluges, Les;Total;2015;161
25153 Omellons, Els;Total;2022;198
25153 Omellons, Els;Total;2021;202
25153 Omellons, Els;Total;2020;206
25153 Omellons, Els;Total;2019;211
25153 Omellons, Els;Total;2018;212
25153 Omellons, Els;Total;2017;210
25153 Omellons, Els;Total;2016;217
25153 Omellons, Els;Total;2015;226
25154 Omells de na Gaia, Els;Total;2022;127
25154 Omells de na Gaia, Els;Total;2021;127
25154 Omells de na Gaia, Els;Total;2020;130
25154 Omells de na Gaia, Els;Total;2019;131
25154 Omells de na Gaia, Els;Total;2018;134
25154 Omells de na Gaia, Els;Total;2017;135
25154 Omells de na Gaia, Els;Total;2016;137
25154 Omells de na Gaia, Els;Total;2015;136
25155 Organyà;Total;2022;796
25155 Organyà;Total;2021;766
25155 Organyà;Total;2020;771
25155 Organyà;Total;2019;784
25155 Organyà;Total;2018;792
25155 Organyà;Total;2017;801
25155 Organyà;Total;2016;804
25155 Organyà;Total;2015;845
25156 Os de Balaguer;Total;2022;1.046
25156 Os de Balaguer;Total;2021;1.000
25156 Os de Balaguer;Total;2020;980
25156 Os de Balaguer;Total;2019;994
25156 Os de Balaguer;Total;2018;1.009
25156 Os de Balaguer;Total;2017;1.013
25156 Os de Balaguer;Total;2016;1.022
25156 Os de Balaguer;Total;2015;995
25157 Ossó de Sió;Total;2022;193
25157 Ossó de Sió;Total;2021;196
25157 Ossó de Sió;Total;2020;203
25157 Ossó de Sió;Total;2019;204
25157 Ossó de Sió;Total;2018;205
25157 Ossó de Sió;Total;2017;213
25157 Ossó de Sió;Total;2016;214
25157 Ossó de Sió;Total;2015;213
25158 Palau d'Anglesola, El;Total;2022;2.191
25158 Palau d'Anglesola, El;Total;2021;2.205
25158 Palau d'Anglesola, El;Total;2020;2.166
25158 Palau d'Anglesola, El;Total;2019;2.166
25158 Palau d'Anglesola, El;Total;2018;2.163
25158 Palau d'Anglesola, El;Total;2017;2.183
25158 Palau d'Anglesola, El;Total;2016;2.153
25158 Palau d'Anglesola, El;Total;2015;2.136
25164 Penelles;Total;2022;430
25164 Penelles;Total;2021;443
25164 Penelles;Total;2020;436
25164 Penelles;Total;2019;452
25164 Penelles;Total;2018;462
25164 Penelles;Total;2017;463
25164 Penelles;Total;2016;474
25164 Penelles;Total;2015;482
25165 Peramola;Total;2022;348
25165 Peramola;Total;2021;348
25165 Peramola;Total;2020;347
25165 Peramola;Total;2019;347
25165 Peramola;Total;2018;353
25165 Peramola;Total;2017;341
25165 Peramola;Total;2016;344
25165 Peramola;Total;2015;343
25166 Pinell de Solsonès;Total;2022;190
25166 Pinell de Solsonès;Total;2021;188
25166 Pinell de Solsonès;Total;2020;193
25166 Pinell de Solsonès;Total;2019;200
25166 Pinell de Solsonès;Total;2018;203
25166 Pinell de Solsonès;Total;2017;211
25166 Pinell de Solsonès;Total;2016;213
25166 Pinell de Solsonès;Total;2015;207
25167 Pinós;Total;2022;291
25167 Pinós;Total;2021;290
25167 Pinós;Total;2020;286
25167 Pinós;Total;2019;287
25167 Pinós;Total;2018;298
25167 Pinós;Total;2017;312
25167 Pinós;Total;2016;297
25167 Pinós;Total;2015;305
25911 Plans de Sió, Els;Total;2022;490
25911 Plans de Sió, Els;Total;2021;503
25911 Plans de Sió, Els;Total;2020;491
25911 Plans de Sió, Els;Total;2019;506
25911 Plans de Sió, Els;Total;2018;507
25911 Plans de Sió, Els;Total;2017;509
25911 Plans de Sió, Els;Total;2016;523
25911 Plans de Sió, Els;Total;2015;528
25168 Poal, El;Total;2022;667
25168 Poal, El;Total;2021;667
25168 Poal, El;Total;2020;670
25168 Poal, El;Total;2019;648
25168 Poal, El;Total;2018;626
25168 Poal, El;Total;2017;637
25168 Poal, El;Total;2016;655
25168 Poal, El;Total;2015;668
25169 Pobla de Cérvoles, La;Total;2022;209
25169 Pobla de Cérvoles, La;Total;2021;198
25169 Pobla de Cérvoles, La;Total;2020;189
25169 Pobla de Cérvoles, La;Total;2019;191
25169 Pobla de Cérvoles, La;Total;2018;191
25169 Pobla de Cérvoles, La;Total;2017;194
25169 Pobla de Cérvoles, La;Total;2016;206
25169 Pobla de Cérvoles, La;Total;2015;222
25171 Pobla de Segur, La;Total;2022;3.055
25171 Pobla de Segur, La;Total;2021;3.050
25171 Pobla de Segur, La;Total;2020;3.043
25171 Pobla de Segur, La;Total;2019;2.984
25171 Pobla de Segur, La;Total;2018;2.939
25171 Pobla de Segur, La;Total;2017;2.949
25171 Pobla de Segur, La;Total;2016;2.973
25171 Pobla de Segur, La;Total;2015;3.016
25030 Pont de Bar, El;Total;2022;163
25030 Pont de Bar, El;Total;2021;174
25030 Pont de Bar, El;Total;2020;152
25030 Pont de Bar, El;Total;2019;157
25030 Pont de Bar, El;Total;2018;171
25030 Pont de Bar, El;Total;2017;171
25030 Pont de Bar, El;Total;2016;165
25030 Pont de Bar, El;Total;2015;159
25173 Pont de Suert, El;Total;2022;2.336
25173 Pont de Suert, El;Total;2021;2.331
25173 Pont de Suert, El;Total;2020;2.257
25173 Pont de Suert, El;Total;2019;2.220
25173 Pont de Suert, El;Total;2018;2.216
25173 Pont de Suert, El;Total;2017;2.265
25173 Pont de Suert, El;Total;2016;2.293
25173 Pont de Suert, El;Total;2015;2.314
25172 Ponts;Total;2022;2.661
25172 Ponts;Total;2021;2.629
25172 Ponts;Total;2020;2.644
25172 Ponts;Total;2019;2.601
25172 Ponts;Total;2018;2.604
25172 Ponts;Total;2017;2.622
25172 Ponts;Total;2016;2.638
25172 Ponts;Total;2015;2.632
25174 Portella, La;Total;2022;718
25174 Portella, La;Total;2021;727
25174 Portella, La;Total;2020;743
25174 Portella, La;Total;2019;728
25174 Portella, La;Total;2018;703
25174 Portella, La;Total;2017;708
25174 Portella, La;Total;2016;741
25174 Portella, La;Total;2015;731
25175 Prats i Sansor;Total;2022;260
25175 Prats i Sansor;Total;2021;251
25175 Prats i Sansor;Total;2020;222
25175 Prats i Sansor;Total;2019;219
25175 Prats i Sansor;Total;2018;231
25175 Prats i Sansor;Total;2017;232
25175 Prats i Sansor;Total;2016;238
25175 Prats i Sansor;Total;2015;251
25176 Preixana;Total;2022;404
25176 Preixana;Total;2021;391
25176 Preixana;Total;2020;387
25176 Preixana;Total;2019;385
25176 Preixana;Total;2018;385
25176 Preixana;Total;2017;381
25176 Preixana;Total;2016;382
25176 Preixana;Total;2015;407
25177 Preixens;Total;2022;422
25177 Preixens;Total;2021;421
25177 Preixens;Total;2020;418
25177 Preixens;Total;2019;432
25177 Preixens;Total;2018;428
25177 Preixens;Total;2017;443
25177 Preixens;Total;2016;448
25177 Preixens;Total;2015;458
25179 Prullans;Total;2022;264
25179 Prullans;Total;2021;246
25179 Prullans;Total;2020;226
25179 Prullans;Total;2019;231
25179 Prullans;Total;2018;224
25179 Prullans;Total;2017;224
25179 Prullans;Total;2016;208
25179 Prullans;Total;2015;206
25180 Puiggròs;Total;2022;257
25180 Puiggròs;Total;2021;265
25180 Puiggròs;Total;2020;278
25180 Puiggròs;Total;2019;276
25180 Puiggròs;Total;2018;272
25180 Puiggròs;Total;2017;280
25180 Puiggròs;Total;2016;287
25180 Puiggròs;Total;2015;295
25181 Puigverd d'Agramunt;Total;2022;253
25181 Puigverd d'Agramunt;Total;2021;230
25181 Puigverd d'Agramunt;Total;2020;229
25181 Puigverd d'Agramunt;Total;2019;255
25181 Puigverd d'Agramunt;Total;2018;231
25181 Puigverd d'Agramunt;Total;2017;228
25181 Puigverd d'Agramunt;Total;2016;237
25181 Puigverd d'Agramunt;Total;2015;244
25182 Puigverd de Lleida;Total;2022;1.398
25182 Puigverd de Lleida;Total;2021;1.384
25182 Puigverd de Lleida;Total;2020;1.349
25182 Puigverd de Lleida;Total;2019;1.355
25182 Puigverd de Lleida;Total;2018;1.363
25182 Puigverd de Lleida;Total;2017;1.350
25182 Puigverd de Lleida;Total;2016;1.373
25182 Puigverd de Lleida;Total;2015;1.405
25183 Rialp;Total;2022;675
25183 Rialp;Total;2021;658
25183 Rialp;Total;2020;641
25183 Rialp;Total;2019;661
25183 Rialp;Total;2018;663
25183 Rialp;Total;2017;666
25183 Rialp;Total;2016;669
25183 Rialp;Total;2015;655
25905 Ribera d'Ondara;Total;2022;441
25905 Ribera d'Ondara;Total;2021;431
25905 Ribera d'Ondara;Total;2020;433
25905 Ribera d'Ondara;Total;2019;426
25905 Ribera d'Ondara;Total;2018;422
25905 Ribera d'Ondara;Total;2017;433
25905 Ribera d'Ondara;Total;2016;446
25905 Ribera d'Ondara;Total;2015;429
25185 Ribera d'Urgellet;Total;2022;920
25185 Ribera d'Urgellet;Total;2021;947
25185 Ribera d'Urgellet;Total;2020;932
25185 Ribera d'Urgellet;Total;2019;935
25185 Ribera d'Urgellet;Total;2018;923
25185 Ribera d'Urgellet;Total;2017;936
25185 Ribera d'Urgellet;Total;2016;962
25185 Ribera d'Urgellet;Total;2015;978
25186 Riner;Total;2022;280
25186 Riner;Total;2021;281
25186 Riner;Total;2020;263
25186 Riner;Total;2019;263
25186 Riner;Total;2018;261
25186 Riner;Total;2017;262
25186 Riner;Total;2016;261
25186 Riner;Total;2015;267
25913 Riu de Cerdanya;Total;2022;100
25913 Riu de Cerdanya;Total;2021;93
25913 Riu de Cerdanya;Total;2020;93
25913 Riu de Cerdanya;Total;2019;93
25913 Riu de Cerdanya;Total;2018;94
25913 Riu de Cerdanya;Total;2017;93
25913 Riu de Cerdanya;Total;2016;97
25913 Riu de Cerdanya;Total;2015;104
25189 Rosselló;Total;2022;3.278
25189 Rosselló;Total;2021;3.186
25189 Rosselló;Total;2020;3.237
25189 Rosselló;Total;2019;3.145
25189 Rosselló;Total;2018;3.130
25189 Rosselló;Total;2017;3.083
25189 Rosselló;Total;2016;3.029
25189 Rosselló;Total;2015;3.043
25190 Salàs de Pallars;Total;2022;345
25190 Salàs de Pallars;Total;2021;343
25190 Salàs de Pallars;Total;2020;327
25190 Salàs de Pallars;Total;2019;320
25190 Salàs de Pallars;Total;2018;324
25190 Salàs de Pallars;Total;2017;337
25190 Salàs de Pallars;Total;2016;340
25190 Salàs de Pallars;Total;2015;359
25191 Sanaüja;Total;2022;392
25191 Sanaüja;Total;2021;396
25191 Sanaüja;Total;2020;379
25191 Sanaüja;Total;2019;380
25191 Sanaüja;Total;2018;393
25191 Sanaüja;Total;2017;401
25191 Sanaüja;Total;2016;425
25191 Sanaüja;Total;2015;427
25196 Sant Esteve de la Sarga;Total;2022;123
25196 Sant Esteve de la Sarga;Total;2021;122
25196 Sant Esteve de la Sarga;Total;2020;122
25196 Sant Esteve de la Sarga;Total;2019;124
25196 Sant Esteve de la Sarga;Total;2018;129
25196 Sant Esteve de la Sarga;Total;2017;130
25196 Sant Esteve de la Sarga;Total;2016;139
25196 Sant Esteve de la Sarga;Total;2015;144
25192 Sant Guim de Freixenet;Total;2022;1.120
25192 Sant Guim de Freixenet;Total;2021;1.059
25192 Sant Guim de Freixenet;Total;2020;1.037
25192 Sant Guim de Freixenet;Total;2019;1.025
25192 Sant Guim de Freixenet;Total;2018;1.040
25192 Sant Guim de Freixenet;Total;2017;1.028
25192 Sant Guim de Freixenet;Total;2016;1.059
25192 Sant Guim de Freixenet;Total;2015;1.078
25197 Sant Guim de la Plana;Total;2022;182
25197 Sant Guim de la Plana;Total;2021;184
25197 Sant Guim de la Plana;Total;2020;181
25197 Sant Guim de la Plana;Total;2019;185
25197 Sant Guim de la Plana;Total;2018;177
25197 Sant Guim de la Plana;Total;2017;177
25197 Sant Guim de la Plana;Total;2016;170
25197 Sant Guim de la Plana;Total;2015;174
25193 Sant Llorenç de Morunys;Total;2022;1.000
25193 Sant Llorenç de Morunys;Total;2021;985
25193 Sant Llorenç de Morunys;Total;2020;960
25193 Sant Llorenç de Morunys;Total;2019;949
25193 Sant Llorenç de Morunys;Total;2018;934
25193 Sant Llorenç de Morunys;Total;2017;949
25193 Sant Llorenç de Morunys;Total;2016;966
25193 Sant Llorenç de Morunys;Total;2015;977
25902 Sant Martí de Riucorb;Total;2022;646
25902 Sant Martí de Riucorb;Total;2021;649
25902 Sant Martí de Riucorb;Total;2020;639
25902 Sant Martí de Riucorb;Total;2019;646
25902 Sant Martí de Riucorb;Total;2018;648
25902 Sant Martí de Riucorb;Total;2017;661
25902 Sant Martí de Riucorb;Total;2016;674
25902 Sant Martí de Riucorb;Total;2015;689
25194 Sant Ramon;Total;2022;480
25194 Sant Ramon;Total;2021;497
25194 Sant Ramon;Total;2020;487
25194 Sant Ramon;Total;2019;491
25194 Sant Ramon;Total;2018;495
25194 Sant Ramon;Total;2017;507
25194 Sant Ramon;Total;2016;509
25194 Sant Ramon;Total;2015;506
25201 Sarroca de Bellera;Total;2022;113
25201 Sarroca de Bellera;Total;2021;120
25201 Sarroca de Bellera;Total;2020;116
25201 Sarroca de Bellera;Total;2019;121
25201 Sarroca de Bellera;Total;2018;120
25201 Sarroca de Bellera;Total;2017;120
25201 Sarroca de Bellera;Total;2016;117
25201 Sarroca de Bellera;Total;2015;125
25200 Sarroca de Lleida;Total;2022;365
25200 Sarroca de Lleida;Total;2021;357
25200 Sarroca de Lleida;Total;2020;358
25200 Sarroca de Lleida;Total;2019;363
25200 Sarroca de Lleida;Total;2018;361
25200 Sarroca de Lleida;Total;2017;370
