Municipios;Sexo;Periodo;Total
08082 Fogars de la Selva;Total;2022;1.564
08082 Fogars de la Selva;Total;2021;1.540
08082 Fogars de la Selva;Total;2020;1.469
08082 Fogars de la Selva;Total;2019;1.451
08082 Fogars de la Selva;Total;2018;1.467
08082 Fogars de la Selva;Total;2017;1.448
08082 Fogars de la Selva;Total;2016;1.452
08082 Fogars de la Selva;Total;2015;1.470
08081 Fogars de Montclús;Total;2022;493
08081 Fogars de Montclús;Total;2021;467
08081 Fogars de Montclús;Total;2020;475
08081 Fogars de Montclús;Total;2019;470
08081 Fogars de Montclús;Total;2018;466
08081 Fogars de Montclús;Total;2017;458
08081 Fogars de Montclús;Total;2016;462
08081 Fogars de Montclús;Total;2015;477
08083 Folgueroles;Total;2022;2.254
08083 Folgueroles;Total;2021;2.269
08083 Folgueroles;Total;2020;2.265
08083 Folgueroles;Total;2019;2.267
08083 Folgueroles;Total;2018;2.276
08083 Folgueroles;Total;2017;2.298
08083 Folgueroles;Total;2016;2.298
08083 Folgueroles;Total;2015;2.285
08084 Fonollosa;Total;2022;1.546
08084 Fonollosa;Total;2021;1.495
08084 Fonollosa;Total;2020;1.459
08084 Fonollosa;Total;2019;1.453
08084 Fonollosa;Total;2018;1.439
08084 Fonollosa;Total;2017;1.412
08084 Fonollosa;Total;2016;1.401
08084 Fonollosa;Total;2015;1.393
08085 Font-rubí;Total;2022;1.446
08085 Font-rubí;Total;2021;1.440
08085 Font-rubí;Total;2020;1.414
08085 Font-rubí;Total;2019;1.327
08085 Font-rubí;Total;2018;1.354
08085 Font-rubí;Total;2017;1.358
08085 Font-rubí;Total;2016;1.363
08085 Font-rubí;Total;2015;1.348
08086 Franqueses del Vallès, Les;Total;2022;20.322
08086 Franqueses del Vallès, Les;Total;2021;20.351
08086 Franqueses del Vallès, Les;Total;2020;20.364
08086 Franqueses del Vallès, Les;Total;2019;20.092
08086 Franqueses del Vallès, Les;Total;2018;19.768
08086 Franqueses del Vallès, Les;Total;2017;19.584
08086 Franqueses del Vallès, Les;Total;2016;19.417
08086 Franqueses del Vallès, Les;Total;2015;19.446
08090 Gaià;Total;2022;179
08090 Gaià;Total;2021;189
08090 Gaià;Total;2020;183
08090 Gaià;Total;2019;175
08090 Gaià;Total;2018;167
08090 Gaià;Total;2017;162
08090 Gaià;Total;2016;160
08090 Gaià;Total;2015;168
08087 Gallifa;Total;2022;186
08087 Gallifa;Total;2021;183
08087 Gallifa;Total;2020;167
08087 Gallifa;Total;2019;172
08087 Gallifa;Total;2018;169
08087 Gallifa;Total;2017;180
08087 Gallifa;Total;2016;187
08087 Gallifa;Total;2015;197
08088 Garriga, La;Total;2022;16.788
08088 Garriga, La;Total;2021;16.733
08088 Garriga, La;Total;2020;16.668
08088 Garriga, La;Total;2019;16.514
08088 Garriga, La;Total;2018;16.227
08088 Garriga, La;Total;2017;15.984
08088 Garriga, La;Total;2016;15.912
08088 Garriga, La;Total;2015;15.740
08089 Gavà;Total;2022;46.974
08089 Gavà;Total;2021;46.931
08089 Gavà;Total;2020;47.057
08089 Gavà;Total;2019;46.771
08089 Gavà;Total;2018;46.705
08089 Gavà;Total;2017;46.538
08089 Gavà;Total;2016;46.266
08089 Gavà;Total;2015;46.405
08091 Gelida;Total;2022;7.814
08091 Gelida;Total;2021;7.723
08091 Gelida;Total;2020;7.670
08091 Gelida;Total;2019;7.533
08091 Gelida;Total;2018;7.371
08091 Gelida;Total;2017;7.299
08091 Gelida;Total;2016;7.238
08091 Gelida;Total;2015;7.253
08092 Gironella;Total;2022;4.940
08092 Gironella;Total;2021;4.916
08092 Gironella;Total;2020;4.946
08092 Gironella;Total;2019;4.826
08092 Gironella;Total;2018;4.834
08092 Gironella;Total;2017;4.808
08092 Gironella;Total;2016;4.829
08092 Gironella;Total;2015;4.925
08093 Gisclareny;Total;2022;28
08093 Gisclareny;Total;2021;27
08093 Gisclareny;Total;2020;26
08093 Gisclareny;Total;2019;25
08093 Gisclareny;Total;2018;26
08093 Gisclareny;Total;2017;27
08093 Gisclareny;Total;2016;29
08093 Gisclareny;Total;2015;27
08094 Granada, La;Total;2022;2.207
08094 Granada, La;Total;2021;2.207
08094 Granada, La;Total;2020;2.208
08094 Granada, La;Total;2019;2.157
08094 Granada, La;Total;2018;2.130
08094 Granada, La;Total;2017;2.112
08094 Granada, La;Total;2016;2.091
08094 Granada, La;Total;2015;2.085
08095 Granera;Total;2022;80
08095 Granera;Total;2021;85
08095 Granera;Total;2020;77
08095 Granera;Total;2019;69
08095 Granera;Total;2018;80
08095 Granera;Total;2017;78
08095 Granera;Total;2016;79
08095 Granera;Total;2015;80
08096 Granollers;Total;2022;61.983
08096 Granollers;Total;2021;62.475
08096 Granollers;Total;2020;62.419
08096 Granollers;Total;2019;61.275
08096 Granollers;Total;2018;60.981
08096 Granollers;Total;2017;60.695
08096 Granollers;Total;2016;60.174
08096 Granollers;Total;2015;60.101
08097 Gualba;Total;2022;1.610
08097 Gualba;Total;2021;1.585
08097 Gualba;Total;2020;1.548
08097 Gualba;Total;2019;1.500
08097 Gualba;Total;2018;1.481
08097 Gualba;Total;2017;1.423
08097 Gualba;Total;2016;1.426
08097 Gualba;Total;2015;1.414
08099 Guardiola de Berguedà;Total;2022;918
08099 Guardiola de Berguedà;Total;2021;929
08099 Guardiola de Berguedà;Total;2020;941
08099 Guardiola de Berguedà;Total;2019;908
08099 Guardiola de Berguedà;Total;2018;887
08099 Guardiola de Berguedà;Total;2017;904
08099 Guardiola de Berguedà;Total;2016;897
08099 Guardiola de Berguedà;Total;2015;930
08100 Gurb;Total;2022;2.702
08100 Gurb;Total;2021;2.705
08100 Gurb;Total;2020;2.713
08100 Gurb;Total;2019;2.681
08100 Gurb;Total;2018;2.654
08100 Gurb;Total;2017;2.616
08100 Gurb;Total;2016;2.559
08100 Gurb;Total;2015;2.545
08101 Hospitalet de Llobregat, L';Total;2022;265.444
08101 Hospitalet de Llobregat, L';Total;2021;264.657
08101 Hospitalet de Llobregat, L';Total;2020;269.382
08101 Hospitalet de Llobregat, L';Total;2019;264.923
08101 Hospitalet de Llobregat, L';Total;2018;261.068
08101 Hospitalet de Llobregat, L';Total;2017;257.349
08101 Hospitalet de Llobregat, L';Total;2016;254.804
08101 Hospitalet de Llobregat, L';Total;2015;252.171
08162 Hostalets de Pierola, Els;Total;2022;3.127
08162 Hostalets de Pierola, Els;Total;2021;3.064
08162 Hostalets de Pierola, Els;Total;2020;2.980
08162 Hostalets de Pierola, Els;Total;2019;2.973
08162 Hostalets de Pierola, Els;Total;2018;2.930
08162 Hostalets de Pierola, Els;Total;2017;2.901
08162 Hostalets de Pierola, Els;Total;2016;2.891
08162 Hostalets de Pierola, Els;Total;2015;2.887
08102 Igualada;Total;2022;40.767
08102 Igualada;Total;2021;40.875
08102 Igualada;Total;2020;40.742
08102 Igualada;Total;2019;39.967
08102 Igualada;Total;2018;39.540
08102 Igualada;Total;2017;39.316
08102 Igualada;Total;2016;38.987
08102 Igualada;Total;2015;38.751
08103 Jorba;Total;2022;806
08103 Jorba;Total;2021;825
08103 Jorba;Total;2020;833
08103 Jorba;Total;2019;835
08103 Jorba;Total;2018;841
08103 Jorba;Total;2017;823
08103 Jorba;Total;2016;831
08103 Jorba;Total;2015;838
08104 Llacuna, La;Total;2022;942
08104 Llacuna, La;Total;2021;917
08104 Llacuna, La;Total;2020;903
08104 Llacuna, La;Total;2019;870
08104 Llacuna, La;Total;2018;863
08104 Llacuna, La;Total;2017;863
08104 Llacuna, La;Total;2016;872
08104 Llacuna, La;Total;2015;883
08105 Llagosta, La;Total;2022;13.155
08105 Llagosta, La;Total;2021;13.259
08105 Llagosta, La;Total;2020;13.587
08105 Llagosta, La;Total;2019;13.480
08105 Llagosta, La;Total;2018;13.367
08105 Llagosta, La;Total;2017;13.343
08105 Llagosta, La;Total;2016;13.247
08105 Llagosta, La;Total;2015;13.252
08107 Lliçà d'Amunt;Total;2022;15.801
08107 Lliçà d'Amunt;Total;2021;15.673
08107 Lliçà d'Amunt;Total;2020;15.469
08107 Lliçà d'Amunt;Total;2019;15.256
08107 Lliçà d'Amunt;Total;2018;15.111
08107 Lliçà d'Amunt;Total;2017;14.933
08107 Lliçà d'Amunt;Total;2016;14.759
08107 Lliçà d'Amunt;Total;2015;14.742
08108 Lliçà de Vall;Total;2022;6.760
08108 Lliçà de Vall;Total;2021;6.580
08108 Lliçà de Vall;Total;2020;6.497
08108 Lliçà de Vall;Total;2019;6.542
08108 Lliçà de Vall;Total;2018;6.480
08108 Lliçà de Vall;Total;2017;6.386
08108 Lliçà de Vall;Total;2016;6.370
08108 Lliçà de Vall;Total;2015;6.383
08106 Llinars del Vallès;Total;2022;10.205
08106 Llinars del Vallès;Total;2021;10.116
08106 Llinars del Vallès;Total;2020;10.018
08106 Llinars del Vallès;Total;2019;9.938
08106 Llinars del Vallès;Total;2018;9.838
08106 Llinars del Vallès;Total;2017;9.749
08106 Llinars del Vallès;Total;2016;9.717
08106 Llinars del Vallès;Total;2015;9.570
08109 Lluçà;Total;2022;279
08109 Lluçà;Total;2021;271
08109 Lluçà;Total;2020;276
08109 Lluçà;Total;2019;273
08109 Lluçà;Total;2018;276
08109 Lluçà;Total;2017;279
08109 Lluçà;Total;2016;280
08109 Lluçà;Total;2015;280
08110 Malgrat de Mar;Total;2022;19.093
08110 Malgrat de Mar;Total;2021;18.950
08110 Malgrat de Mar;Total;2020;18.772
08110 Malgrat de Mar;Total;2019;18.579
08110 Malgrat de Mar;Total;2018;18.439
08110 Malgrat de Mar;Total;2017;18.345
08110 Malgrat de Mar;Total;2016;18.295
08110 Malgrat de Mar;Total;2015;18.371
08111 Malla;Total;2022;272
08111 Malla;Total;2021;276
08111 Malla;Total;2020;272
08111 Malla;Total;2019;273
08111 Malla;Total;2018;271
08111 Malla;Total;2017;264
08111 Malla;Total;2016;267
08111 Malla;Total;2015;262
08112 Manlleu;Total;2022;20.883
08112 Manlleu;Total;2021;20.804
08112 Manlleu;Total;2020;20.912
08112 Manlleu;Total;2019;20.573
08112 Manlleu;Total;2018;20.194
08112 Manlleu;Total;2017;20.007
08112 Manlleu;Total;2016;20.104
08112 Manlleu;Total;2015;20.228
08113 Manresa;Total;2022;77.452
08113 Manresa;Total;2021;78.192
08113 Manresa;Total;2020;78.245
08113 Manresa;Total;2019;77.714
08113 Manresa;Total;2018;76.250
08113 Manresa;Total;2017;75.152
08113 Manresa;Total;2016;74.752
08113 Manresa;Total;2015;74.655
08242 Marganell;Total;2022;282
08242 Marganell;Total;2021;271
08242 Marganell;Total;2020;266
08242 Marganell;Total;2019;266
08242 Marganell;Total;2018;258
08242 Marganell;Total;2017;254
08242 Marganell;Total;2016;277
08242 Marganell;Total;2015;280
08114 Martorell;Total;2022;28.684
08114 Martorell;Total;2021;28.667
08114 Martorell;Total;2020;28.772
08114 Martorell;Total;2019;28.189
08114 Martorell;Total;2018;27.850
08114 Martorell;Total;2017;27.681
08114 Martorell;Total;2016;27.645
08114 Martorell;Total;2015;27.694
08115 Martorelles;Total;2022;4.859
08115 Martorelles;Total;2021;4.823
08115 Martorelles;Total;2020;4.820
08115 Martorelles;Total;2019;4.801
08115 Martorelles;Total;2018;4.794
08115 Martorelles;Total;2017;4.742
08115 Martorelles;Total;2016;4.725
08115 Martorelles;Total;2015;4.756
08116 Masies de Roda, Les;Total;2022;733
08116 Masies de Roda, Les;Total;2021;704
08116 Masies de Roda, Les;Total;2020;719
08116 Masies de Roda, Les;Total;2019;700
08116 Masies de Roda, Les;Total;2018;704
08116 Masies de Roda, Les;Total;2017;714
08116 Masies de Roda, Les;Total;2016;714
08116 Masies de Roda, Les;Total;2015;715
08117 Masies de Voltregà, Les;Total;2022;3.133
08117 Masies de Voltregà, Les;Total;2021;3.178
08117 Masies de Voltregà, Les;Total;2020;3.132
08117 Masies de Voltregà, Les;Total;2019;3.141
08117 Masies de Voltregà, Les;Total;2018;3.124
08117 Masies de Voltregà, Les;Total;2017;3.140
08117 Masies de Voltregà, Les;Total;2016;3.170
08117 Masies de Voltregà, Les;Total;2015;3.165
08118 Masnou, El;Total;2022;23.829
08118 Masnou, El;Total;2021;23.848
08118 Masnou, El;Total;2020;23.831
08118 Masnou, El;Total;2019;23.515
08118 Masnou, El;Total;2018;23.340
08118 Masnou, El;Total;2017;23.288
08118 Masnou, El;Total;2016;23.119
08118 Masnou, El;Total;2015;22.923
08119 Masquefa;Total;2022;9.744
08119 Masquefa;Total;2021;9.623
08119 Masquefa;Total;2020;9.402
08119 Masquefa;Total;2019;9.211
08119 Masquefa;Total;2018;8.641
08119 Masquefa;Total;2017;8.514
08119 Masquefa;Total;2016;8.386
08119 Masquefa;Total;2015;8.335
08120 Matadepera;Total;2022;9.752
08120 Matadepera;Total;2021;9.672
08120 Matadepera;Total;2020;9.496
08120 Matadepera;Total;2019;9.326
08120 Matadepera;Total;2018;9.291
08120 Matadepera;Total;2017;9.186
08120 Matadepera;Total;2016;8.984
08120 Matadepera;Total;2015;8.900
08121 Mataró;Total;2022;128.956
08121 Mataró;Total;2021;129.120
08121 Mataró;Total;2020;129.661
08121 Mataró;Total;2019;128.265
08121 Mataró;Total;2018;126.988
08121 Mataró;Total;2017;126.127
08121 Mataró;Total;2016;125.517
08121 Mataró;Total;2015;124.867
08122 Mediona;Total;2022;2.517
08122 Mediona;Total;2021;2.419
08122 Mediona;Total;2020;2.369
08122 Mediona;Total;2019;2.322
08122 Mediona;Total;2018;2.331
08122 Mediona;Total;2017;2.251
08122 Mediona;Total;2016;2.282
08122 Mediona;Total;2015;2.273
08138 Moià;Total;2022;6.548
08138 Moià;Total;2021;6.474
08138 Moià;Total;2020;6.383
08138 Moià;Total;2019;6.267
08138 Moià;Total;2018;6.190
08138 Moià;Total;2017;6.065
08138 Moià;Total;2016;5.957
08138 Moià;Total;2015;5.865
08123 Molins de Rei;Total;2022;26.242
08123 Molins de Rei;Total;2021;26.104
08123 Molins de Rei;Total;2020;25.940
08123 Molins de Rei;Total;2019;25.868
08123 Molins de Rei;Total;2018;25.687
08123 Molins de Rei;Total;2017;25.492
08123 Molins de Rei;Total;2016;25.359
08123 Molins de Rei;Total;2015;25.155
08124 Mollet del Vallès;Total;2022;51.294
08124 Mollet del Vallès;Total;2021;51.151
08124 Mollet del Vallès;Total;2020;51.600
08124 Mollet del Vallès;Total;2019;51.318
08124 Mollet del Vallès;Total;2018;51.133
08124 Mollet del Vallès;Total;2017;51.128
08124 Mollet del Vallès;Total;2016;51.491
08124 Mollet del Vallès;Total;2015;51.650
08128 Monistrol de Calders;Total;2022;742
08128 Monistrol de Calders;Total;2021;716
08128 Monistrol de Calders;Total;2020;702
08128 Monistrol de Calders;Total;2019;682
08128 Monistrol de Calders;Total;2018;677
08128 Monistrol de Calders;Total;2017;677
08128 Monistrol de Calders;Total;2016;699
08128 Monistrol de Calders;Total;2015;697
08127 Monistrol de Montserrat;Total;2022;3.166
08127 Monistrol de Montserrat;Total;2021;3.178
08127 Monistrol de Montserrat;Total;2020;3.139
08127 Monistrol de Montserrat;Total;2019;3.034
08127 Monistrol de Montserrat;Total;2018;2.955
08127 Monistrol de Montserrat;Total;2017;2.935
08127 Monistrol de Montserrat;Total;2016;2.867
08127 Monistrol de Montserrat;Total;2015;2.901
08125 Montcada i Reixac;Total;2022;36.666
08125 Montcada i Reixac;Total;2021;36.794
08125 Montcada i Reixac;Total;2020;36.803
08125 Montcada i Reixac;Total;2019;36.239
08125 Montcada i Reixac;Total;2018;35.599
08125 Montcada i Reixac;Total;2017;35.063
08125 Montcada i Reixac;Total;2016;34.802
08125 Montcada i Reixac;Total;2015;34.377
08130 Montclar;Total;2022;136
08130 Montclar;Total;2021;136
08130 Montclar;Total;2020;139
08130 Montclar;Total;2019;136
08130 Montclar;Total;2018;129
08130 Montclar;Total;2017;121
08130 Montclar;Total;2016;119
08130 Montclar;Total;2015;120
08131 Montesquiu;Total;2022;1.059
08131 Montesquiu;Total;2021;1.048
08131 Montesquiu;Total;2020;1.030
08131 Montesquiu;Total;2019;998
08131 Montesquiu;Total;2018;968
08131 Montesquiu;Total;2017;960
08131 Montesquiu;Total;2016;931
08131 Montesquiu;Total;2015;943
08126 Montgat;Total;2022;12.277
08126 Montgat;Total;2021;12.260
08126 Montgat;Total;2020;12.200
08126 Montgat;Total;2019;12.041
08126 Montgat;Total;2018;11.819
08126 Montgat;Total;2017;11.748
08126 Montgat;Total;2016;11.621
08126 Montgat;Total;2015;11.501
08132 Montmajor;Total;2022;484
08132 Montmajor;Total;2021;472
08132 Montmajor;Total;2020;469
08132 Montmajor;Total;2019;464
08132 Montmajor;Total;2018;465
08132 Montmajor;Total;2017;459
08132 Montmajor;Total;2016;471
08132 Montmajor;Total;2015;476
08133 Montmaneu;Total;2022;166
08133 Montmaneu;Total;2021;158
08133 Montmaneu;Total;2020;151
08133 Montmaneu;Total;2019;150
08133 Montmaneu;Total;2018;154
08133 Montmaneu;Total;2017;153
08133 Montmaneu;Total;2016;151
08133 Montmaneu;Total;2015;156
08135 Montmeló;Total;2022;8.793
08135 Montmeló;Total;2021;8.798
08135 Montmeló;Total;2020;8.831
08135 Montmeló;Total;2019;8.755
08135 Montmeló;Total;2018;8.784
08135 Montmeló;Total;2017;8.748
08135 Montmeló;Total;2016;8.784
08135 Montmeló;Total;2015;8.835
08136 Montornès del Vallès;Total;2022;16.707
08136 Montornès del Vallès;Total;2021;16.804
08136 Montornès del Vallès;Total;2020;16.644
08136 Montornès del Vallès;Total;2019;16.393
08136 Montornès del Vallès;Total;2018;16.263
08136 Montornès del Vallès;Total;2017;16.240
08136 Montornès del Vallès;Total;2016;16.218
08136 Montornès del Vallès;Total;2015;16.172
08137 Montseny;Total;2022;370
08137 Montseny;Total;2021;362
08137 Montseny;Total;2020;351
08137 Montseny;Total;2019;342
08137 Montseny;Total;2018;321
08137 Montseny;Total;2017;343
08137 Montseny;Total;2016;320
08137 Montseny;Total;2015;319
08129 Muntanyola;Total;2022;700
08129 Muntanyola;Total;2021;655
08129 Muntanyola;Total;2020;632
08129 Muntanyola;Total;2019;634
08129 Muntanyola;Total;2018;620
08129 Muntanyola;Total;2017;613
08129 Muntanyola;Total;2016;604
08129 Muntanyola;Total;2015;606
08139 Mura;Total;2022;232
08139 Mura;Total;2021;231
08139 Mura;Total;2020;220
08139 Mura;Total;2019;224
08139 Mura;Total;2018;223
08139 Mura;Total;2017;227
08139 Mura;Total;2016;219
08139 Mura;Total;2015;203
08140 Navarcles;Total;2022;6.067
08140 Navarcles;Total;2021;6.068
08140 Navarcles;Total;2020;6.057
08140 Navarcles;Total;2019;5.977
08140 Navarcles;Total;2018;5.966
08140 Navarcles;Total;2017;5.950
08140 Navarcles;Total;2016;5.988
08140 Navarcles;Total;2015;6.012
08141 Navàs;Total;2022;6.018
08141 Navàs;Total;2021;5.973
08141 Navàs;Total;2020;6.018
08141 Navàs;Total;2019;6.020
08141 Navàs;Total;2018;6.023
08141 Navàs;Total;2017;6.020
08141 Navàs;Total;2016;6.045
08141 Navàs;Total;2015;6.103
08142 Nou de Berguedà, La;Total;2022;179
08142 Nou de Berguedà, La;Total;2021;176
08142 Nou de Berguedà, La;Total;2020;162
08142 Nou de Berguedà, La;Total;2019;161
08142 Nou de Berguedà, La;Total;2018;160
08142 Nou de Berguedà, La;Total;2017;157
08142 Nou de Berguedà, La;Total;2016;151
08142 Nou de Berguedà, La;Total;2015;153
08143 Òdena;Total;2022;3.728
08143 Òdena;Total;2021;3.681
08143 Òdena;Total;2020;3.668
08143 Òdena;Total;2019;3.643
08143 Òdena;Total;2018;3.608
08143 Òdena;Total;2017;3.614
08143 Òdena;Total;2016;3.607
08143 Òdena;Total;2015;3.623
08145 Olèrdola;Total;2022;3.884
08145 Olèrdola;Total;2021;3.847
08145 Olèrdola;Total;2020;3.768
08145 Olèrdola;Total;2019;3.692
08145 Olèrdola;Total;2018;3.611
08145 Olèrdola;Total;2017;3.565
08145 Olèrdola;Total;2016;3.529
08145 Olèrdola;Total;2015;3.518
08146 Olesa de Bonesvalls;Total;2022;2.016
08146 Olesa de Bonesvalls;Total;2021;1.923
08146 Olesa de Bonesvalls;Total;2020;1.840
08146 Olesa de Bonesvalls;Total;2019;1.810
08146 Olesa de Bonesvalls;Total;2018;1.787
08146 Olesa de Bonesvalls;Total;2017;1.734
08146 Olesa de Bonesvalls;Total;2016;1.723
08146 Olesa de Bonesvalls;Total;2015;1.715
08147 Olesa de Montserrat;Total;2022;24.272
08147 Olesa de Montserrat;Total;2021;24.132
08147 Olesa de Montserrat;Total;2020;24.144
08147 Olesa de Montserrat;Total;2019;23.904
08147 Olesa de Montserrat;Total;2018;23.779
08147 Olesa de Montserrat;Total;2017;23.552
08147 Olesa de Montserrat;Total;2016;23.645
08147 Olesa de Montserrat;Total;2015;23.536
08148 Olivella;Total;2022;4.339
08148 Olivella;Total;2021;4.127
08148 Olivella;Total;2020;3.935
08148 Olivella;Total;2019;3.799
08148 Olivella;Total;2018;3.729
08148 Olivella;Total;2017;3.655
08148 Olivella;Total;2016;3.569
08148 Olivella;Total;2015;3.569
08149 Olost;Total;2022;1.206
08149 Olost;Total;2021;1.190
08149 Olost;Total;2020;1.202
08149 Olost;Total;2019;1.198
08149 Olost;Total;2018;1.188
08149 Olost;Total;2017;1.197
08149 Olost;Total;2016;1.185
08149 Olost;Total;2015;1.182
08144 Olvan;Total;2022;876
08144 Olvan;Total;2021;874
08144 Olvan;Total;2020;858
08144 Olvan;Total;2019;854
08144 Olvan;Total;2018;837
08144 Olvan;Total;2017;844
08144 Olvan;Total;2016;855
08144 Olvan;Total;2015;856
08150 Orís;Total;2022;347
08150 Orís;Total;2021;339
08150 Orís;Total;2020;322
08150 Orís;Total;2019;315
08150 Orís;Total;2018;310
08150 Orís;Total;2017;316
08150 Orís;Total;2016;310
08150 Orís;Total;2015;308
08151 Oristà;Total;2022;573
08151 Oristà;Total;2021;547
08151 Oristà;Total;2020;549
08151 Oristà;Total;2019;541
08151 Oristà;Total;2018;537
08151 Oristà;Total;2017;547
08151 Oristà;Total;2016;547
08151 Oristà;Total;2015;559
08152 Orpí;Total;2022;159
08152 Orpí;Total;2021;154
08152 Orpí;Total;2020;151
08152 Orpí;Total;2019;147
08152 Orpí;Total;2018;136
08152 Orpí;Total;2017;134
08152 Orpí;Total;2016;139
08152 Orpí;Total;2015;139
08153 Òrrius;Total;2022;793
08153 Òrrius;Total;2021;779
08153 Òrrius;Total;2020;758
08153 Òrrius;Total;2019;739
08153 Òrrius;Total;2018;730
08153 Òrrius;Total;2017;694
08153 Òrrius;Total;2016;702
08153 Òrrius;Total;2015;688
08154 Pacs del Penedès;Total;2022;935
08154 Pacs del Penedès;Total;2021;915
08154 Pacs del Penedès;Total;2020;918
08154 Pacs del Penedès;Total;2019;922
08154 Pacs del Penedès;Total;2018;908
08154 Pacs del Penedès;Total;2017;902
08154 Pacs del Penedès;Total;2016;894
08154 Pacs del Penedès;Total;2015;893
08155 Palafolls;Total;2022;9.661
08155 Palafolls;Total;2021;9.646
08155 Palafolls;Total;2020;9.613
08155 Palafolls;Total;2019;9.405
08155 Palafolls;Total;2018;9.256
08155 Palafolls;Total;2017;9.171
08155 Palafolls;Total;2016;9.133
08155 Palafolls;Total;2015;9.132
08156 Palau-solità i Plegamans;Total;2022;14.911
08156 Palau-solità i Plegamans;Total;2021;14.917
08156 Palau-solità i Plegamans;Total;2020;14.892
08156 Palau-solità i Plegamans;Total;2019;14.771
08156 Palau-solità i Plegamans;Total;2018;14.636
08156 Palau-solità i Plegamans;Total;2017;14.626
08156 Palau-solità i Plegamans;Total;2016;14.494
08156 Palau-solità i Plegamans;Total;2015;14.457
08157 Pallejà;Total;2022;11.593
08157 Pallejà;Total;2021;11.636
08157 Pallejà;Total;2020;11.622
08157 Pallejà;Total;2019;11.508
08157 Pallejà;Total;2018;11.486
08157 Pallejà;Total;2017;11.416
08157 Pallejà;Total;2016;11.348
08157 Pallejà;Total;2015;11.298
08905 Palma de Cervelló, La;Total;2022;3.026
08905 Palma de Cervelló, La;Total;2021;3.015
08905 Palma de Cervelló, La;Total;2020;2.992
08905 Palma de Cervelló, La;Total;2019;2.954
08905 Palma de Cervelló, La;Total;2018;2.982
08905 Palma de Cervelló, La;Total;2017;2.998
08905 Palma de Cervelló, La;Total;2016;3.000
08905 Palma de Cervelló, La;Total;2015;2.966
08158 Papiol, El;Total;2022;4.274
08158 Papiol, El;Total;2021;4.232
08158 Papiol, El;Total;2020;4.172
08158 Papiol, El;Total;2019;4.145
08158 Papiol, El;Total;2018;4.103
08158 Papiol, El;Total;2017;4.102
08158 Papiol, El;Total;2016;4.075
08158 Papiol, El;Total;2015;4.071
08159 Parets del Vallès;Total;2022;18.889
08159 Parets del Vallès;Total;2021;18.907
08159 Parets del Vallès;Total;2020;19.071
08159 Parets del Vallès;Total;2019;19.082
08159 Parets del Vallès;Total;2018;19.041
08159 Parets del Vallès;Total;2017;18.970
08159 Parets del Vallès;Total;2016;18.837
08159 Parets del Vallès;Total;2015;18.901
08160 Perafita;Total;2022;418
08160 Perafita;Total;2021;412
08160 Perafita;Total;2020;405
08160 Perafita;Total;2019;395
08160 Perafita;Total;2018;412
08160 Perafita;Total;2017;411
08160 Perafita;Total;2016;411
08160 Perafita;Total;2015;419
08161 Piera;Total;2022;16.787
08161 Piera;Total;2021;16.411
08161 Piera;Total;2020;16.134
08161 Piera;Total;2019;15.603
08161 Piera;Total;2018;15.362
08161 Piera;Total;2017;15.194
08161 Piera;Total;2016;15.001
08161 Piera;Total;2015;14.991
08163 Pineda de Mar;Total;2022;28.083
08163 Pineda de Mar;Total;2021;27.974
08163 Pineda de Mar;Total;2020;27.984
08163 Pineda de Mar;Total;2019;27.272
08163 Pineda de Mar;Total;2018;26.659
08163 Pineda de Mar;Total;2017;26.349
08163 Pineda de Mar;Total;2016;26.240
08163 Pineda de Mar;Total;2015;25.968
08164 Pla del Penedès, El;Total;2022;1.335
08164 Pla del Penedès, El;Total;2021;1.306
08164 Pla del Penedès, El;Total;2020;1.275
08164 Pla del Penedès, El;Total;2019;1.256
08164 Pla del Penedès, El;Total;2018;1.259
08164 Pla del Penedès, El;Total;2017;1.232
08164 Pla del Penedès, El;Total;2016;1.253
08164 Pla del Penedès, El;Total;2015;1.230
08165 Pobla de Claramunt, La;Total;2022;2.275
08165 Pobla de Claramunt, La;Total;2021;2.207
08165 Pobla de Claramunt, La;Total;2020;2.185
08165 Pobla de Claramunt, La;Total;2019;2.193
08165 Pobla de Claramunt, La;Total;2018;2.177
08165 Pobla de Claramunt, La;Total;2017;2.190
08165 Pobla de Claramunt, La;Total;2016;2.159
08165 Pobla de Claramunt, La;Total;2015;2.150
08166 Pobla de Lillet, La;Total;2022;1.079
08166 Pobla de Lillet, La;Total;2021;1.063
08166 Pobla de Lillet, La;Total;2020;1.093
08166 Pobla de Lillet, La;Total;2019;1.095
08166 Pobla de Lillet, La;Total;2018;1.101
08166 Pobla de Lillet, La;Total;2017;1.097
08166 Pobla de Lillet, La;Total;2016;1.110
08166 Pobla de Lillet, La;Total;2015;1.139
08167 Polinyà;Total;2022;8.451
08167 Polinyà;Total;2021;8.494
08167 Polinyà;Total;2020;8.504
08167 Polinyà;Total;2019;8.479
08167 Polinyà;Total;2018;8.389
08167 Polinyà;Total;2017;8.383
08167 Polinyà;Total;2016;8.300
08167 Polinyà;Total;2015;8.226
08182 Pont de Vilomara i Rocafort, El;Total;2022;4.024
08182 Pont de Vilomara i Rocafort, El;Total;2021;4.016
08182 Pont de Vilomara i Rocafort, El;Total;2020;3.907
08182 Pont de Vilomara i Rocafort, El;Total;2019;3.830
08182 Pont de Vilomara i Rocafort, El;Total;2018;3.801
