Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
17082 Guils de Cerdanya;;;Renta neta media por hogar;2015;34.822
17083 Hostalric;;;Renta neta media por hogar;2020;32.837
17083 Hostalric;;;Renta neta media por hogar;2019;32.193
17083 Hostalric;;;Renta neta media por hogar;2018;31.358
17083 Hostalric;;;Renta neta media por hogar;2017;30.273
17083 Hostalric;;;Renta neta media por hogar;2016;29.025
17083 Hostalric;;;Renta neta media por hogar;2015;28.205
17084 Isòvol;;;Renta neta media por hogar;2020;47.164
17084 Isòvol;;;Renta neta media por hogar;2019;47.730
17084 Isòvol;;;Renta neta media por hogar;2018;42.475
17084 Isòvol;;;Renta neta media por hogar;2017;40.940
17084 Isòvol;;;Renta neta media por hogar;2016;42.509
17084 Isòvol;;;Renta neta media por hogar;2015;34.971
17085 Jafre;;;Renta neta media por hogar;2020;41.288
17085 Jafre;;;Renta neta media por hogar;2019;42.410
17085 Jafre;;;Renta neta media por hogar;2018;39.564
17085 Jafre;;;Renta neta media por hogar;2017;38.758
17085 Jafre;;;Renta neta media por hogar;2016;37.360
17085 Jafre;;;Renta neta media por hogar;2015;38.365
17086 Jonquera, La;;;Renta neta media por hogar;2020;35.131
17086 Jonquera, La;;;Renta neta media por hogar;2019;37.467
17086 Jonquera, La;;;Renta neta media por hogar;2018;38.666
17086 Jonquera, La;;;Renta neta media por hogar;2017;34.962
17086 Jonquera, La;;;Renta neta media por hogar;2016;34.466
17086 Jonquera, La;;;Renta neta media por hogar;2015;34.177
17087 Juià;;;Renta neta media por hogar;2020;43.273
17087 Juià;;;Renta neta media por hogar;2019;45.257
17087 Juià;;;Renta neta media por hogar;2018;45.912
17087 Juià;;;Renta neta media por hogar;2017;44.649
17087 Juià;;;Renta neta media por hogar;2016;38.269
17087 Juià;;;Renta neta media por hogar;2015;36.436
17088 Lladó;;;Renta neta media por hogar;2020;38.651
17088 Lladó;;;Renta neta media por hogar;2019;39.140
17088 Lladó;;;Renta neta media por hogar;2018;37.814
17088 Lladó;;;Renta neta media por hogar;2017;35.562
17088 Lladó;;;Renta neta media por hogar;2016;34.860
17088 Lladó;;;Renta neta media por hogar;2015;33.150
17089 Llagostera;;;Renta neta media por hogar;2020;32.710
17089 Llagostera;;;Renta neta media por hogar;2019;31.984
17089 Llagostera;;;Renta neta media por hogar;2018;30.402
17089 Llagostera;;;Renta neta media por hogar;2017;29.181
17089 Llagostera;;;Renta neta media por hogar;2016;28.818
17089 Llagostera;;;Renta neta media por hogar;2015;27.303
17090 Llambilles;;;Renta neta media por hogar;2020;50.879
17090 Llambilles;;;Renta neta media por hogar;2019;51.374
17090 Llambilles;;;Renta neta media por hogar;2018;50.727
17090 Llambilles;;;Renta neta media por hogar;2017;47.437
17090 Llambilles;;;Renta neta media por hogar;2016;46.966
17090 Llambilles;;;Renta neta media por hogar;2015;44.981
17091 Llanars;;;Renta neta media por hogar;2020;34.749
17091 Llanars;;;Renta neta media por hogar;2019;36.233
17091 Llanars;;;Renta neta media por hogar;2018;36.321
17091 Llanars;;;Renta neta media por hogar;2017;35.061
17091 Llanars;;;Renta neta media por hogar;2016;33.857
17091 Llanars;;;Renta neta media por hogar;2015;31.923
17092 Llançà;;;Renta neta media por hogar;2020;29.691
17092 Llançà;;;Renta neta media por hogar;2019;29.198
17092 Llançà;;;Renta neta media por hogar;2018;28.188
17092 Llançà;;;Renta neta media por hogar;2017;27.339
17092 Llançà;;;Renta neta media por hogar;2016;26.834
17092 Llançà;;;Renta neta media por hogar;2015;25.963
17093 Llers;;;Renta neta media por hogar;2020;38.630
17093 Llers;;;Renta neta media por hogar;2019;39.150
17093 Llers;;;Renta neta media por hogar;2018;56.734
17093 Llers;;;Renta neta media por hogar;2017;38.230
17093 Llers;;;Renta neta media por hogar;2016;36.799
17093 Llers;;;Renta neta media por hogar;2015;35.212
17094 Llívia;;;Renta neta media por hogar;2020;35.493
17094 Llívia;;;Renta neta media por hogar;2019;35.597
17094 Llívia;;;Renta neta media por hogar;2018;33.150
17094 Llívia;;;Renta neta media por hogar;2017;33.034
17094 Llívia;;;Renta neta media por hogar;2016;31.192
17094 Llívia;;;Renta neta media por hogar;2015;30.567
17095 Lloret de Mar;;;Renta neta media por hogar;2020;25.326
17095 Lloret de Mar;;;Renta neta media por hogar;2019;27.484
17095 Lloret de Mar;;;Renta neta media por hogar;2018;26.560
17095 Lloret de Mar;;;Renta neta media por hogar;2017;25.229
17095 Lloret de Mar;;;Renta neta media por hogar;2016;24.510
17095 Lloret de Mar;;;Renta neta media por hogar;2015;23.624
17096 Llosses, Les;;;Renta neta media por hogar;2020;32.293
17096 Llosses, Les;;;Renta neta media por hogar;2019;28.632
17096 Llosses, Les;;;Renta neta media por hogar;2018;29.071
17096 Llosses, Les;;;Renta neta media por hogar;2017;27.175
17096 Llosses, Les;;;Renta neta media por hogar;2016;28.849
17096 Llosses, Les;;;Renta neta media por hogar;2015;26.799
17097 Madremanya;;;Renta neta media por hogar;2020;36.727
17097 Madremanya;;;Renta neta media por hogar;2019;46.105
17097 Madremanya;;;Renta neta media por hogar;2018;39.344
17097 Madremanya;;;Renta neta media por hogar;2017;37.186
17097 Madremanya;;;Renta neta media por hogar;2016;45.629
17097 Madremanya;;;Renta neta media por hogar;2015;36.022
17098 Maià de Montcal;;;Renta neta media por hogar;2020;34.268
17098 Maià de Montcal;;;Renta neta media por hogar;2019;35.010
17098 Maià de Montcal;;;Renta neta media por hogar;2018;32.968
17098 Maià de Montcal;;;Renta neta media por hogar;2017;31.374
17098 Maià de Montcal;;;Renta neta media por hogar;2016;29.905
17098 Maià de Montcal;;;Renta neta media por hogar;2015;29.861
17099 Meranges;;;Renta neta media por hogar;2020;35.624
17099 Meranges;;;Renta neta media por hogar;2019;.
17099 Meranges;;;Renta neta media por hogar;2018;36.743
17099 Meranges;;;Renta neta media por hogar;2017;33.701
17099 Meranges;;;Renta neta media por hogar;2016;.
17099 Meranges;;;Renta neta media por hogar;2015;.
17100 Masarac;;;Renta neta media por hogar;2020;36.582
17100 Masarac;;;Renta neta media por hogar;2019;37.025
17100 Masarac;;;Renta neta media por hogar;2018;34.032
17100 Masarac;;;Renta neta media por hogar;2017;34.034
17100 Masarac;;;Renta neta media por hogar;2016;32.469
17100 Masarac;;;Renta neta media por hogar;2015;32.912
17101 Massanes;;;Renta neta media por hogar;2020;29.835
17101 Massanes;;;Renta neta media por hogar;2019;29.897
17101 Massanes;;;Renta neta media por hogar;2018;28.546
17101 Massanes;;;Renta neta media por hogar;2017;27.834
17101 Massanes;;;Renta neta media por hogar;2016;26.346
17101 Massanes;;;Renta neta media por hogar;2015;26.846
17102 Maçanet de Cabrenys;;;Renta neta media por hogar;2020;29.887
17102 Maçanet de Cabrenys;;;Renta neta media por hogar;2019;30.188
17102 Maçanet de Cabrenys;;;Renta neta media por hogar;2018;29.625
17102 Maçanet de Cabrenys;;;Renta neta media por hogar;2017;28.048
17102 Maçanet de Cabrenys;;;Renta neta media por hogar;2016;27.184
17102 Maçanet de Cabrenys;;;Renta neta media por hogar;2015;28.260
17103 Maçanet de la Selva;;;Renta neta media por hogar;2020;31.036
17103 Maçanet de la Selva;;;Renta neta media por hogar;2019;32.117
17103 Maçanet de la Selva;;;Renta neta media por hogar;2018;30.062
17103 Maçanet de la Selva;;;Renta neta media por hogar;2017;28.864
17103 Maçanet de la Selva;;;Renta neta media por hogar;2016;27.911
17103 Maçanet de la Selva;;;Renta neta media por hogar;2015;27.308
17105 Mieres;;;Renta neta media por hogar;2020;31.161
17105 Mieres;;;Renta neta media por hogar;2019;29.777
17105 Mieres;;;Renta neta media por hogar;2018;28.987
17105 Mieres;;;Renta neta media por hogar;2017;29.057
17105 Mieres;;;Renta neta media por hogar;2016;29.691
17105 Mieres;;;Renta neta media por hogar;2015;29.213
17106 Mollet de Peralada;;;Renta neta media por hogar;2020;32.585
17106 Mollet de Peralada;;;Renta neta media por hogar;2019;31.121
17106 Mollet de Peralada;;;Renta neta media por hogar;2018;29.186
17106 Mollet de Peralada;;;Renta neta media por hogar;2017;27.942
17106 Mollet de Peralada;;;Renta neta media por hogar;2016;31.733
17106 Mollet de Peralada;;;Renta neta media por hogar;2015;28.819
17107 Molló;;;Renta neta media por hogar;2020;34.503
17107 Molló;;;Renta neta media por hogar;2019;31.905
17107 Molló;;;Renta neta media por hogar;2018;31.924
17107 Molló;;;Renta neta media por hogar;2017;30.346
17107 Molló;;;Renta neta media por hogar;2016;28.670
17107 Molló;;;Renta neta media por hogar;2015;25.909
17109 Montagut i Oix;;;Renta neta media por hogar;2020;36.530
17109 Montagut i Oix;;;Renta neta media por hogar;2019;34.290
17109 Montagut i Oix;;;Renta neta media por hogar;2018;35.719
17109 Montagut i Oix;;;Renta neta media por hogar;2017;32.317
17109 Montagut i Oix;;;Renta neta media por hogar;2016;32.055
17109 Montagut i Oix;;;Renta neta media por hogar;2015;31.189
17110 Mont-ras;;;Renta neta media por hogar;2020;40.721
17110 Mont-ras;;;Renta neta media por hogar;2019;39.277
17110 Mont-ras;;;Renta neta media por hogar;2018;37.322
17110 Mont-ras;;;Renta neta media por hogar;2017;35.512
17110 Mont-ras;;;Renta neta media por hogar;2016;34.593
17110 Mont-ras;;;Renta neta media por hogar;2015;32.433
17111 Navata;;;Renta neta media por hogar;2020;40.876
17111 Navata;;;Renta neta media por hogar;2019;39.137
17111 Navata;;;Renta neta media por hogar;2018;37.736
17111 Navata;;;Renta neta media por hogar;2017;36.602
17111 Navata;;;Renta neta media por hogar;2016;34.772
17111 Navata;;;Renta neta media por hogar;2015;33.104
17112 Ogassa;;;Renta neta media por hogar;2020;34.368
17112 Ogassa;;;Renta neta media por hogar;2019;33.859
17112 Ogassa;;;Renta neta media por hogar;2018;34.751
17112 Ogassa;;;Renta neta media por hogar;2017;32.435
17112 Ogassa;;;Renta neta media por hogar;2016;30.637
17112 Ogassa;;;Renta neta media por hogar;2015;29.567
17114 Olot;;;Renta neta media por hogar;2020;35.663
17114 Olot;;;Renta neta media por hogar;2019;35.812
17114 Olot;;;Renta neta media por hogar;2018;34.225
17114 Olot;;;Renta neta media por hogar;2017;32.806
17114 Olot;;;Renta neta media por hogar;2016;31.858
17114 Olot;;;Renta neta media por hogar;2015;30.713
17115 Ordis;;;Renta neta media por hogar;2020;44.867
17115 Ordis;;;Renta neta media por hogar;2019;44.865
17115 Ordis;;;Renta neta media por hogar;2018;40.461
17115 Ordis;;;Renta neta media por hogar;2017;37.503
17115 Ordis;;;Renta neta media por hogar;2016;36.064
17115 Ordis;;;Renta neta media por hogar;2015;35.943
17116 Osor;;;Renta neta media por hogar;2020;30.000
17116 Osor;;;Renta neta media por hogar;2019;29.577
17116 Osor;;;Renta neta media por hogar;2018;27.703
17116 Osor;;;Renta neta media por hogar;2017;26.398
17116 Osor;;;Renta neta media por hogar;2016;25.683
17116 Osor;;;Renta neta media por hogar;2015;25.070
17117 Palafrugell;;;Renta neta media por hogar;2020;30.279
17117 Palafrugell;;;Renta neta media por hogar;2019;30.518
17117 Palafrugell;;;Renta neta media por hogar;2018;29.054
17117 Palafrugell;;;Renta neta media por hogar;2017;27.657
17117 Palafrugell;;;Renta neta media por hogar;2016;26.774
17117 Palafrugell;;;Renta neta media por hogar;2015;25.863
17118 Palamós;;;Renta neta media por hogar;2020;32.719
17118 Palamós;;;Renta neta media por hogar;2019;32.794
17118 Palamós;;;Renta neta media por hogar;2018;31.072
17118 Palamós;;;Renta neta media por hogar;2017;29.845
17118 Palamós;;;Renta neta media por hogar;2016;29.151
17118 Palamós;;;Renta neta media por hogar;2015;28.260
17119 Palau de Santa Eulàlia;;;Renta neta media por hogar;2020;44.854
17119 Palau de Santa Eulàlia;;;Renta neta media por hogar;2019;.
17119 Palau de Santa Eulàlia;;;Renta neta media por hogar;2018;.
17119 Palau de Santa Eulàlia;;;Renta neta media por hogar;2017;.
17119 Palau de Santa Eulàlia;;;Renta neta media por hogar;2016;.
17119 Palau de Santa Eulàlia;;;Renta neta media por hogar;2015;.
17120 Palau-saverdera;;;Renta neta media por hogar;2020;34.477
17120 Palau-saverdera;;;Renta neta media por hogar;2019;35.230
17120 Palau-saverdera;;;Renta neta media por hogar;2018;33.418
17120 Palau-saverdera;;;Renta neta media por hogar;2017;31.341
17120 Palau-saverdera;;;Renta neta media por hogar;2016;32.717
17120 Palau-saverdera;;;Renta neta media por hogar;2015;30.383
17121 Palau-sator;;;Renta neta media por hogar;2020;40.549
17121 Palau-sator;;;Renta neta media por hogar;2019;40.901
17121 Palau-sator;;;Renta neta media por hogar;2018;41.053
17121 Palau-sator;;;Renta neta media por hogar;2017;35.931
17121 Palau-sator;;;Renta neta media por hogar;2016;33.291
17121 Palau-sator;;;Renta neta media por hogar;2015;31.549
17123 Palol de Revardit;;;Renta neta media por hogar;2020;44.147
17123 Palol de Revardit;;;Renta neta media por hogar;2019;43.882
17123 Palol de Revardit;;;Renta neta media por hogar;2018;42.285
17123 Palol de Revardit;;;Renta neta media por hogar;2017;40.661
17123 Palol de Revardit;;;Renta neta media por hogar;2016;38.884
17123 Palol de Revardit;;;Renta neta media por hogar;2015;38.661
17124 Pals;;;Renta neta media por hogar;2020;34.914
17124 Pals;;;Renta neta media por hogar;2019;34.584
17124 Pals;;;Renta neta media por hogar;2018;33.370
17124 Pals;;;Renta neta media por hogar;2017;32.153
17124 Pals;;;Renta neta media por hogar;2016;30.801
17124 Pals;;;Renta neta media por hogar;2015;31.292
17125 Pardines;;;Renta neta media por hogar;2020;38.743
17125 Pardines;;;Renta neta media por hogar;2019;36.541
17125 Pardines;;;Renta neta media por hogar;2018;36.168
17125 Pardines;;;Renta neta media por hogar;2017;32.460
17125 Pardines;;;Renta neta media por hogar;2016;32.240
17125 Pardines;;;Renta neta media por hogar;2015;30.069
17126 Parlavà;;;Renta neta media por hogar;2020;38.978
17126 Parlavà;;;Renta neta media por hogar;2019;38.342
17126 Parlavà;;;Renta neta media por hogar;2018;36.686
17126 Parlavà;;;Renta neta media por hogar;2017;35.068
17126 Parlavà;;;Renta neta media por hogar;2016;34.708
17126 Parlavà;;;Renta neta media por hogar;2015;33.203
17128 Pau;;;Renta neta media por hogar;2020;34.486
17128 Pau;;;Renta neta media por hogar;2019;33.958
17128 Pau;;;Renta neta media por hogar;2018;30.756
17128 Pau;;;Renta neta media por hogar;2017;28.808
17128 Pau;;;Renta neta media por hogar;2016;28.600
17128 Pau;;;Renta neta media por hogar;2015;28.285
17129 Pedret i Marzà;;;Renta neta media por hogar;2020;33.300
17129 Pedret i Marzà;;;Renta neta media por hogar;2019;36.150
17129 Pedret i Marzà;;;Renta neta media por hogar;2018;33.487
17129 Pedret i Marzà;;;Renta neta media por hogar;2017;34.615
17129 Pedret i Marzà;;;Renta neta media por hogar;2016;31.452
17129 Pedret i Marzà;;;Renta neta media por hogar;2015;29.969
17130 Pera, La;;;Renta neta media por hogar;2020;44.375
17130 Pera, La;;;Renta neta media por hogar;2019;43.889
17130 Pera, La;;;Renta neta media por hogar;2018;40.567
17130 Pera, La;;;Renta neta media por hogar;2017;38.890
17130 Pera, La;;;Renta neta media por hogar;2016;40.361
17130 Pera, La;;;Renta neta media por hogar;2015;35.512
17132 Peralada;;;Renta neta media por hogar;2020;44.343
17132 Peralada;;;Renta neta media por hogar;2019;44.647
17132 Peralada;;;Renta neta media por hogar;2018;42.749
17132 Peralada;;;Renta neta media por hogar;2017;39.867
17132 Peralada;;;Renta neta media por hogar;2016;38.854
17132 Peralada;;;Renta neta media por hogar;2015;37.942
17133 Planes d'Hostoles, Les;;;Renta neta media por hogar;2020;34.958
17133 Planes d'Hostoles, Les;;;Renta neta media por hogar;2019;34.187
17133 Planes d'Hostoles, Les;;;Renta neta media por hogar;2018;32.693
17133 Planes d'Hostoles, Les;;;Renta neta media por hogar;2017;30.864
17133 Planes d'Hostoles, Les;;;Renta neta media por hogar;2016;30.701
17133 Planes d'Hostoles, Les;;;Renta neta media por hogar;2015;30.116
17134 Planoles;;;Renta neta media por hogar;2020;32.031
17134 Planoles;;;Renta neta media por hogar;2019;33.216
17134 Planoles;;;Renta neta media por hogar;2018;29.406
17134 Planoles;;;Renta neta media por hogar;2017;31.058
17134 Planoles;;;Renta neta media por hogar;2016;30.297
17134 Planoles;;;Renta neta media por hogar;2015;28.614
17135 Pont de Molins;;;Renta neta media por hogar;2020;34.390
17135 Pont de Molins;;;Renta neta media por hogar;2019;34.880
17135 Pont de Molins;;;Renta neta media por hogar;2018;31.692
17135 Pont de Molins;;;Renta neta media por hogar;2017;33.153
17135 Pont de Molins;;;Renta neta media por hogar;2016;29.246
17135 Pont de Molins;;;Renta neta media por hogar;2015;27.200
17136 Pontós;;;Renta neta media por hogar;2020;32.785
17136 Pontós;;;Renta neta media por hogar;2019;33.095
17136 Pontós;;;Renta neta media por hogar;2018;32.030
17136 Pontós;;;Renta neta media por hogar;2017;31.612
17136 Pontós;;;Renta neta media por hogar;2016;32.550
17136 Pontós;;;Renta neta media por hogar;2015;31.184
17137 Porqueres;;;Renta neta media por hogar;2020;42.824
17137 Porqueres;;;Renta neta media por hogar;2019;41.990
17137 Porqueres;;;Renta neta media por hogar;2018;40.791
17137 Porqueres;;;Renta neta media por hogar;2017;38.835
17137 Porqueres;;;Renta neta media por hogar;2016;37.287
17137 Porqueres;;;Renta neta media por hogar;2015;36.119
17138 Portbou;;;Renta neta media por hogar;2020;30.087
17138 Portbou;;;Renta neta media por hogar;2019;29.682
17138 Portbou;;;Renta neta media por hogar;2018;29.134
17138 Portbou;;;Renta neta media por hogar;2017;28.670
17138 Portbou;;;Renta neta media por hogar;2016;27.827
17138 Portbou;;;Renta neta media por hogar;2015;27.954
17139 Preses, Les;;;Renta neta media por hogar;2020;43.429
17139 Preses, Les;;;Renta neta media por hogar;2019;41.644
17139 Preses, Les;;;Renta neta media por hogar;2018;39.460
17139 Preses, Les;;;Renta neta media por hogar;2017;38.395
17139 Preses, Les;;;Renta neta media por hogar;2016;36.518
17139 Preses, Les;;;Renta neta media por hogar;2015;35.478
17140 Port de la Selva, El;;;Renta neta media por hogar;2020;35.465
17140 Port de la Selva, El;;;Renta neta media por hogar;2019;32.891
17140 Port de la Selva, El;;;Renta neta media por hogar;2018;30.891
17140 Port de la Selva, El;;;Renta neta media por hogar;2017;30.308
17140 Port de la Selva, El;;;Renta neta media por hogar;2016;29.510
17140 Port de la Selva, El;;;Renta neta media por hogar;2015;27.744
17141 Puigcerdà;;;Renta neta media por hogar;2020;33.076
17141 Puigcerdà;;;Renta neta media por hogar;2019;32.559
17141 Puigcerdà;;;Renta neta media por hogar;2018;31.849
17141 Puigcerdà;;;Renta neta media por hogar;2017;30.175
17141 Puigcerdà;;;Renta neta media por hogar;2016;29.333
17141 Puigcerdà;;;Renta neta media por hogar;2015;28.402
17142 Quart;;;Renta neta media por hogar;2020;46.141
17142 Quart;;;Renta neta media por hogar;2019;45.515
17142 Quart;;;Renta neta media por hogar;2018;44.161
17142 Quart;;;Renta neta media por hogar;2017;41.319
17142 Quart;;;Renta neta media por hogar;2016;40.456
17142 Quart;;;Renta neta media por hogar;2015;39.573
17143 Rabós;;;Renta neta media por hogar;2020;27.424
17143 Rabós;;;Renta neta media por hogar;2019;26.055
17143 Rabós;;;Renta neta media por hogar;2018;25.023
17143 Rabós;;;Renta neta media por hogar;2017;24.644
17143 Rabós;;;Renta neta media por hogar;2016;24.353
17143 Rabós;;;Renta neta media por hogar;2015;24.823
17144 Regencós;;;Renta neta media por hogar;2020;38.274
17144 Regencós;;;Renta neta media por hogar;2019;38.946
17144 Regencós;;;Renta neta media por hogar;2018;33.765
17144 Regencós;;;Renta neta media por hogar;2017;34.411
17144 Regencós;;;Renta neta media por hogar;2016;32.087
17144 Regencós;;;Renta neta media por hogar;2015;32.773
17145 Ribes de Freser;;;Renta neta media por hogar;2020;32.921
17145 Ribes de Freser;;;Renta neta media por hogar;2019;32.744
17145 Ribes de Freser;;;Renta neta media por hogar;2018;32.287
17145 Ribes de Freser;;;Renta neta media por hogar;2017;31.148
17145 Ribes de Freser;;;Renta neta media por hogar;2016;30.270
17145 Ribes de Freser;;;Renta neta media por hogar;2015;30.131
17146 Riells i Viabrea;;;Renta neta media por hogar;2020;34.144
17146 Riells i Viabrea;;;Renta neta media por hogar;2019;34.480
17146 Riells i Viabrea;;;Renta neta media por hogar;2018;33.350
17146 Riells i Viabrea;;;Renta neta media por hogar;2017;31.341
17146 Riells i Viabrea;;;Renta neta media por hogar;2016;29.796
17146 Riells i Viabrea;;;Renta neta media por hogar;2015;29.848
17147 Ripoll;;;Renta neta media por hogar;2020;33.970
17147 Ripoll;;;Renta neta media por hogar;2019;33.638
17147 Ripoll;;;Renta neta media por hogar;2018;32.555
17147 Ripoll;;;Renta neta media por hogar;2017;31.656
17147 Ripoll;;;Renta neta media por hogar;2016;30.879
17147 Ripoll;;;Renta neta media por hogar;2015;30.199
17148 Riudarenes;;;Renta neta media por hogar;2020;47.203
17148 Riudarenes;;;Renta neta media por hogar;2019;36.439
17148 Riudarenes;;;Renta neta media por hogar;2018;45.239
17148 Riudarenes;;;Renta neta media por hogar;2017;31.700
17148 Riudarenes;;;Renta neta media por hogar;2016;30.759
17148 Riudarenes;;;Renta neta media por hogar;2015;29.067
17149 Riudaura;;;Renta neta media por hogar;2020;41.883
17149 Riudaura;;;Renta neta media por hogar;2019;40.211
17149 Riudaura;;;Renta neta media por hogar;2018;40.875
17149 Riudaura;;;Renta neta media por hogar;2017;38.074
17149 Riudaura;;;Renta neta media por hogar;2016;36.558
17149 Riudaura;;;Renta neta media por hogar;2015;37.123
17150 Riudellots de la Selva;;;Renta neta media por hogar;2020;43.107
17150 Riudellots de la Selva;;;Renta neta media por hogar;2019;42.355
17150 Riudellots de la Selva;;;Renta neta media por hogar;2018;41.587
17150 Riudellots de la Selva;;;Renta neta media por hogar;2017;40.833
17150 Riudellots de la Selva;;;Renta neta media por hogar;2016;39.056
17150 Riudellots de la Selva;;;Renta neta media por hogar;2015;38.897
17151 Riumors;;;Renta neta media por hogar;2020;37.215
17151 Riumors;;;Renta neta media por hogar;2019;36.907
17151 Riumors;;;Renta neta media por hogar;2018;34.363
17151 Riumors;;;Renta neta media por hogar;2017;31.692
17151 Riumors;;;Renta neta media por hogar;2016;30.528
17151 Riumors;;;Renta neta media por hogar;2015;29.936
17152 Roses;;;Renta neta media por hogar;2020;26.906
17152 Roses;;;Renta neta media por hogar;2019;27.983
17152 Roses;;;Renta neta media por hogar;2018;26.661
17152 Roses;;;Renta neta media por hogar;2017;25.502
17152 Roses;;;Renta neta media por hogar;2016;24.447
17152 Roses;;;Renta neta media por hogar;2015;23.290
17153 Rupià;;;Renta neta media por hogar;2020;39.500
17153 Rupià;;;Renta neta media por hogar;2019;43.083
17153 Rupià;;;Renta neta media por hogar;2018;41.668
17153 Rupià;;;Renta neta media por hogar;2017;36.875
17153 Rupià;;;Renta neta media por hogar;2016;34.694
17153 Rupià;;;Renta neta media por hogar;2015;32.169
17154 Sales de Llierca;;;Renta neta media por hogar;2020;34.423
17154 Sales de Llierca;;;Renta neta media por hogar;2019;41.245
17154 Sales de Llierca;;;Renta neta media por hogar;2018;34.077
17154 Sales de Llierca;;;Renta neta media por hogar;2017;32.430
17154 Sales de Llierca;;;Renta neta media por hogar;2016;28.249
17154 Sales de Llierca;;;Renta neta media por hogar;2015;24.086
17155 Salt;;;Renta neta media por hogar;2020;30.457
17155 Salt;;;Renta neta media por hogar;2019;30.231
17155 Salt;;;Renta neta media por hogar;2018;28.685
17155 Salt;;;Renta neta media por hogar;2017;27.372
17155 Salt;;;Renta neta media por hogar;2016;26.182
17155 Salt;;;Renta neta media por hogar;2015;24.858
17157 Sant Andreu Salou;;;Renta neta media por hogar;2020;49.158
17157 Sant Andreu Salou;;;Renta neta media por hogar;2019;49.228
17157 Sant Andreu Salou;;;Renta neta media por hogar;2018;55.246
17157 Sant Andreu Salou;;;Renta neta media por hogar;2017;48.924
17157 Sant Andreu Salou;;;Renta neta media por hogar;2016;49.157
17157 Sant Andreu Salou;;;Renta neta media por hogar;2015;45.732
17158 Sant Climent Sescebes;;;Renta neta media por hogar;2020;26.931
17158 Sant Climent Sescebes;;;Renta neta media por hogar;2019;27.121
17158 Sant Climent Sescebes;;;Renta neta media por hogar;2018;26.533
17158 Sant Climent Sescebes;;;Renta neta media por hogar;2017;25.896
17158 Sant Climent Sescebes;;;Renta neta media por hogar;2016;25.868
17158 Sant Climent Sescebes;;;Renta neta media por hogar;2015;25.698
17159 Sant Feliu de Buixalleu;;;Renta neta media por hogar;2020;34.947
17159 Sant Feliu de Buixalleu;;;Renta neta media por hogar;2019;25.312
17159 Sant Feliu de Buixalleu;;;Renta neta media por hogar;2018;39.199
17159 Sant Feliu de Buixalleu;;;Renta neta media por hogar;2017;36.770
17159 Sant Feliu de Buixalleu;;;Renta neta media por hogar;2016;37.980
17159 Sant Feliu de Buixalleu;;;Renta neta media por hogar;2015;34.747
17160 Sant Feliu de Guíxols;;;Renta neta media por hogar;2020;30.066
17160 Sant Feliu de Guíxols;;;Renta neta media por hogar;2019;29.875
17160 Sant Feliu de Guíxols;;;Renta neta media por hogar;2018;28.722
17160 Sant Feliu de Guíxols;;;Renta neta media por hogar;2017;27.300
17160 Sant Feliu de Guíxols;;;Renta neta media por hogar;2016;26.571
17160 Sant Feliu de Guíxols;;;Renta neta media por hogar;2015;25.663
17161 Sant Feliu de Pallerols;;;Renta neta media por hogar;2020;40.883
17161 Sant Feliu de Pallerols;;;Renta neta media por hogar;2019;39.680
17161 Sant Feliu de Pallerols;;;Renta neta media por hogar;2018;37.186
17161 Sant Feliu de Pallerols;;;Renta neta media por hogar;2017;35.577
17161 Sant Feliu de Pallerols;;;Renta neta media por hogar;2016;35.275
17161 Sant Feliu de Pallerols;;;Renta neta media por hogar;2015;34.302
17162 Sant Ferriol;;;Renta neta media por hogar;2020;42.660
17162 Sant Ferriol;;;Renta neta media por hogar;2019;35.279
17162 Sant Ferriol;;;Renta neta media por hogar;2018;35.421
17162 Sant Ferriol;;;Renta neta media por hogar;2017;30.887
17162 Sant Ferriol;;;Renta neta media por hogar;2016;30.615
17162 Sant Ferriol;;;Renta neta media por hogar;2015;28.120
17163 Sant Gregori;;;Renta neta media por hogar;2020;52.168
17163 Sant Gregori;;;Renta neta media por hogar;2019;51.336
17163 Sant Gregori;;;Renta neta media por hogar;2018;49.244
17163 Sant Gregori;;;Renta neta media por hogar;2017;46.346
17163 Sant Gregori;;;Renta neta media por hogar;2016;44.824
17163 Sant Gregori;;;Renta neta media por hogar;2015;42.981
17164 Sant Hilari Sacalm;;;Renta neta media por hogar;2020;32.073
17164 Sant Hilari Sacalm;;;Renta neta media por hogar;2019;31.793
17164 Sant Hilari Sacalm;;;Renta neta media por hogar;2018;30.747
17164 Sant Hilari Sacalm;;;Renta neta media por hogar;2017;29.548
17164 Sant Hilari Sacalm;;;Renta neta media por hogar;2016;29.094
17164 Sant Hilari Sacalm;;;Renta neta media por hogar;2015;28.296
17165 Sant Jaume de Llierca;;;Renta neta media por hogar;2020;35.993
17165 Sant Jaume de Llierca;;;Renta neta media por hogar;2019;33.396
17165 Sant Jaume de Llierca;;;Renta neta media por hogar;2018;34.639
17165 Sant Jaume de Llierca;;;Renta neta media por hogar;2017;32.869
17165 Sant Jaume de Llierca;;;Renta neta media por hogar;2016;32.792
17165 Sant Jaume de Llierca;;;Renta neta media por hogar;2015;32.080
17166 Sant Jordi Desvalls;;;Renta neta media por hogar;2020;38.431
17166 Sant Jordi Desvalls;;;Renta neta media por hogar;2019;37.560
17166 Sant Jordi Desvalls;;;Renta neta media por hogar;2018;36.708
17166 Sant Jordi Desvalls;;;Renta neta media por hogar;2017;34.635
