Municipios;Sexo;Periodo;Total
17096 Llosses, Les;Total;2022;205
17096 Llosses, Les;Total;2021;209
17096 Llosses, Les;Total;2020;212
17096 Llosses, Les;Total;2019;218
17096 Llosses, Les;Total;2018;219
17096 Llosses, Les;Total;2017;210
17096 Llosses, Les;Total;2016;213
17096 Llosses, Les;Total;2015;226
17102 Maçanet de Cabrenys;Total;2022;724
17102 Maçanet de Cabrenys;Total;2021;729
17102 Maçanet de Cabrenys;Total;2020;698
17102 Maçanet de Cabrenys;Total;2019;688
17102 Maçanet de Cabrenys;Total;2018;681
17102 Maçanet de Cabrenys;Total;2017;706
17102 Maçanet de Cabrenys;Total;2016;740
17102 Maçanet de Cabrenys;Total;2015;755
17103 Maçanet de la Selva;Total;2022;7.572
17103 Maçanet de la Selva;Total;2021;7.349
17103 Maçanet de la Selva;Total;2020;7.066
17103 Maçanet de la Selva;Total;2019;7.006
17103 Maçanet de la Selva;Total;2018;6.919
17103 Maçanet de la Selva;Total;2017;6.822
17103 Maçanet de la Selva;Total;2016;6.819
17103 Maçanet de la Selva;Total;2015;6.887
17097 Madremanya;Total;2022;302
17097 Madremanya;Total;2021;296
17097 Madremanya;Total;2020;288
17097 Madremanya;Total;2019;283
17097 Madremanya;Total;2018;282
17097 Madremanya;Total;2017;284
17097 Madremanya;Total;2016;280
17097 Madremanya;Total;2015;276
17098 Maià de Montcal;Total;2022;462
17098 Maià de Montcal;Total;2021;469
17098 Maià de Montcal;Total;2020;463
17098 Maià de Montcal;Total;2019;449
17098 Maià de Montcal;Total;2018;413
17098 Maià de Montcal;Total;2017;409
17098 Maià de Montcal;Total;2016;433
17098 Maià de Montcal;Total;2015;446
17100 Masarac;Total;2022;294
17100 Masarac;Total;2021;284
17100 Masarac;Total;2020;288
17100 Masarac;Total;2019;288
17100 Masarac;Total;2018;272
17100 Masarac;Total;2017;279
17100 Masarac;Total;2016;289
17100 Masarac;Total;2015;294
17101 Massanes;Total;2022;825
17101 Massanes;Total;2021;803
17101 Massanes;Total;2020;796
17101 Massanes;Total;2019;761
17101 Massanes;Total;2018;730
17101 Massanes;Total;2017;721
17101 Massanes;Total;2016;742
17101 Massanes;Total;2015;722
17099 Meranges;Total;2022;111
17099 Meranges;Total;2021;97
17099 Meranges;Total;2020;100
17099 Meranges;Total;2019;104
17099 Meranges;Total;2018;98
17099 Meranges;Total;2017;99
17099 Meranges;Total;2016;99
17099 Meranges;Total;2015;100
17105 Mieres;Total;2022;341
17105 Mieres;Total;2021;349
17105 Mieres;Total;2020;345
17105 Mieres;Total;2019;318
17105 Mieres;Total;2018;312
17105 Mieres;Total;2017;318
17105 Mieres;Total;2016;317
17105 Mieres;Total;2015;330
17106 Mollet de Peralada;Total;2022;202
17106 Mollet de Peralada;Total;2021;197
17106 Mollet de Peralada;Total;2020;198
17106 Mollet de Peralada;Total;2019;189
17106 Mollet de Peralada;Total;2018;190
17106 Mollet de Peralada;Total;2017;186
17106 Mollet de Peralada;Total;2016;180
17106 Mollet de Peralada;Total;2015;180
17107 Molló;Total;2022;365
17107 Molló;Total;2021;347
17107 Molló;Total;2020;336
17107 Molló;Total;2019;337
17107 Molló;Total;2018;328
17107 Molló;Total;2017;342
17107 Molló;Total;2016;335
17107 Molló;Total;2015;330
17109 Montagut i Oix;Total;2022;958
17109 Montagut i Oix;Total;2021;951
17109 Montagut i Oix;Total;2020;930
17109 Montagut i Oix;Total;2019;916
17109 Montagut i Oix;Total;2018;899
17109 Montagut i Oix;Total;2017;919
17109 Montagut i Oix;Total;2016;929
17109 Montagut i Oix;Total;2015;949
17110 Mont-ras;Total;2022;1.676
17110 Mont-ras;Total;2021;1.672
17110 Mont-ras;Total;2020;1.680
17110 Mont-ras;Total;2019;1.679
17110 Mont-ras;Total;2018;1.691
17110 Mont-ras;Total;2017;1.725
17110 Mont-ras;Total;2016;1.690
17110 Mont-ras;Total;2015;1.710
17111 Navata;Total;2022;1.465
17111 Navata;Total;2021;1.434
17111 Navata;Total;2020;1.427
17111 Navata;Total;2019;1.381
17111 Navata;Total;2018;1.313
17111 Navata;Total;2017;1.307
17111 Navata;Total;2016;1.329
17111 Navata;Total;2015;1.323
17112 Ogassa;Total;2022;222
17112 Ogassa;Total;2021;240
17112 Ogassa;Total;2020;240
17112 Ogassa;Total;2019;234
17112 Ogassa;Total;2018;226
17112 Ogassa;Total;2017;228
17112 Ogassa;Total;2016;225
17112 Ogassa;Total;2015;232
17114 Olot;Total;2022;36.716
17114 Olot;Total;2021;36.299
17114 Olot;Total;2020;35.926
17114 Olot;Total;2019;35.228
17114 Olot;Total;2018;34.486
17114 Olot;Total;2017;34.194
17114 Olot;Total;2016;34.000
17114 Olot;Total;2015;33.944
17115 Ordis;Total;2022;373
17115 Ordis;Total;2021;369
17115 Ordis;Total;2020;361
17115 Ordis;Total;2019;371
17115 Ordis;Total;2018;382
17115 Ordis;Total;2017;364
17115 Ordis;Total;2016;377
17115 Ordis;Total;2015;389
17116 Osor;Total;2022;423
17116 Osor;Total;2021;426
17116 Osor;Total;2020;428
17116 Osor;Total;2019;428
17116 Osor;Total;2018;416
17116 Osor;Total;2017;421
17116 Osor;Total;2016;434
17116 Osor;Total;2015;421
17117 Palafrugell;Total;2022;23.396
17117 Palafrugell;Total;2021;23.046
17117 Palafrugell;Total;2020;23.244
17117 Palafrugell;Total;2019;22.974
17117 Palafrugell;Total;2018;22.860
17117 Palafrugell;Total;2017;22.725
17117 Palafrugell;Total;2016;22.868
17117 Palafrugell;Total;2015;22.733
17118 Palamós;Total;2022;18.145
17118 Palamós;Total;2021;18.196
17118 Palamós;Total;2020;18.135
17118 Palamós;Total;2019;17.910
17118 Palamós;Total;2018;17.898
17118 Palamós;Total;2017;17.743
17118 Palamós;Total;2016;17.677
17118 Palamós;Total;2015;17.911
17119 Palau de Santa Eulàlia;Total;2022;115
17119 Palau de Santa Eulàlia;Total;2021;111
17119 Palau de Santa Eulàlia;Total;2020;90
17119 Palau de Santa Eulàlia;Total;2019;91
17119 Palau de Santa Eulàlia;Total;2018;95
17119 Palau de Santa Eulàlia;Total;2017;96
17119 Palau de Santa Eulàlia;Total;2016;90
17119 Palau de Santa Eulàlia;Total;2015;88
17121 Palau-sator;Total;2022;327
17121 Palau-sator;Total;2021;323
17121 Palau-sator;Total;2020;310
17121 Palau-sator;Total;2019;310
17121 Palau-sator;Total;2018;295
17121 Palau-sator;Total;2017;285
17121 Palau-sator;Total;2016;297
17121 Palau-sator;Total;2015;298
17120 Palau-saverdera;Total;2022;1.472
17120 Palau-saverdera;Total;2021;1.490
17120 Palau-saverdera;Total;2020;1.456
17120 Palau-saverdera;Total;2019;1.476
17120 Palau-saverdera;Total;2018;1.439
17120 Palau-saverdera;Total;2017;1.456
17120 Palau-saverdera;Total;2016;1.471
17120 Palau-saverdera;Total;2015;1.485
17123 Palol de Revardit;Total;2022;457
17123 Palol de Revardit;Total;2021;446
17123 Palol de Revardit;Total;2020;448
17123 Palol de Revardit;Total;2019;455
17123 Palol de Revardit;Total;2018;467
17123 Palol de Revardit;Total;2017;476
17123 Palol de Revardit;Total;2016;470
17123 Palol de Revardit;Total;2015;466
17124 Pals;Total;2022;2.548
17124 Pals;Total;2021;2.516
17124 Pals;Total;2020;2.395
17124 Pals;Total;2019;2.411
17124 Pals;Total;2018;2.461
17124 Pals;Total;2017;2.469
17124 Pals;Total;2016;2.423
17124 Pals;Total;2015;2.501
17125 Pardines;Total;2022;165
17125 Pardines;Total;2021;166
17125 Pardines;Total;2020;169
17125 Pardines;Total;2019;162
17125 Pardines;Total;2018;162
17125 Pardines;Total;2017;160
17125 Pardines;Total;2016;158
17125 Pardines;Total;2015;155
17126 Parlavà;Total;2022;415
17126 Parlavà;Total;2021;413
17126 Parlavà;Total;2020;391
17126 Parlavà;Total;2019;394
17126 Parlavà;Total;2018;394
17126 Parlavà;Total;2017;394
17126 Parlavà;Total;2016;392
17126 Parlavà;Total;2015;398
17128 Pau;Total;2022;579
17128 Pau;Total;2021;588
17128 Pau;Total;2020;557
17128 Pau;Total;2019;560
17128 Pau;Total;2018;547
17128 Pau;Total;2017;537
17128 Pau;Total;2016;551
17128 Pau;Total;2015;557
17129 Pedret i Marzà;Total;2022;181
17129 Pedret i Marzà;Total;2021;187
17129 Pedret i Marzà;Total;2020;191
17129 Pedret i Marzà;Total;2019;198
17129 Pedret i Marzà;Total;2018;195
17129 Pedret i Marzà;Total;2017;186
17129 Pedret i Marzà;Total;2016;180
17129 Pedret i Marzà;Total;2015;193
17130 Pera, La;Total;2022;438
17130 Pera, La;Total;2021;448
17130 Pera, La;Total;2020;435
17130 Pera, La;Total;2019;446
17130 Pera, La;Total;2018;447
17130 Pera, La;Total;2017;457
17130 Pera, La;Total;2016;441
17130 Pera, La;Total;2015;441
17132 Peralada;Total;2022;1.974
17132 Peralada;Total;2021;1.945
17132 Peralada;Total;2020;1.898
17132 Peralada;Total;2019;1.850
17132 Peralada;Total;2018;1.868
17132 Peralada;Total;2017;1.859
17132 Peralada;Total;2016;1.835
17132 Peralada;Total;2015;1.841
17133 Planes d'Hostoles, Les;Total;2022;1.745
17133 Planes d'Hostoles, Les;Total;2021;1.711
17133 Planes d'Hostoles, Les;Total;2020;1.712
17133 Planes d'Hostoles, Les;Total;2019;1.683
17133 Planes d'Hostoles, Les;Total;2018;1.660
17133 Planes d'Hostoles, Les;Total;2017;1.629
17133 Planes d'Hostoles, Les;Total;2016;1.662
17133 Planes d'Hostoles, Les;Total;2015;1.674
17134 Planoles;Total;2022;307
17134 Planoles;Total;2021;311
17134 Planoles;Total;2020;304
17134 Planoles;Total;2019;288
17134 Planoles;Total;2018;303
17134 Planoles;Total;2017;303
17134 Planoles;Total;2016;299
17134 Planoles;Total;2015;298
17135 Pont de Molins;Total;2022;542
17135 Pont de Molins;Total;2021;518
17135 Pont de Molins;Total;2020;516
17135 Pont de Molins;Total;2019;529
17135 Pont de Molins;Total;2018;530
17135 Pont de Molins;Total;2017;531
17135 Pont de Molins;Total;2016;517
17135 Pont de Molins;Total;2015;512
17136 Pontós;Total;2022;274
17136 Pontós;Total;2021;264
17136 Pontós;Total;2020;260
17136 Pontós;Total;2019;266
17136 Pontós;Total;2018;247
17136 Pontós;Total;2017;240
17136 Pontós;Total;2016;234
17136 Pontós;Total;2015;231
17137 Porqueres;Total;2022;4.712
17137 Porqueres;Total;2021;4.701
17137 Porqueres;Total;2020;4.677
17137 Porqueres;Total;2019;4.621
17137 Porqueres;Total;2018;4.595
17137 Porqueres;Total;2017;4.594
17137 Porqueres;Total;2016;4.530
17137 Porqueres;Total;2015;4.521
17140 Port de la Selva, El;Total;2022;1.015
17140 Port de la Selva, El;Total;2021;1.010
17140 Port de la Selva, El;Total;2020;958
17140 Port de la Selva, El;Total;2019;970
17140 Port de la Selva, El;Total;2018;980
17140 Port de la Selva, El;Total;2017;992
17140 Port de la Selva, El;Total;2016;994
17140 Port de la Selva, El;Total;2015;1.002
17138 Portbou;Total;2022;1.090
17138 Portbou;Total;2021;1.095
17138 Portbou;Total;2020;1.063
17138 Portbou;Total;2019;1.075
17138 Portbou;Total;2018;1.077
17138 Portbou;Total;2017;1.107
17138 Portbou;Total;2016;1.170
17138 Portbou;Total;2015;1.167
17139 Preses, Les;Total;2022;1.875
17139 Preses, Les;Total;2021;1.875
17139 Preses, Les;Total;2020;1.855
17139 Preses, Les;Total;2019;1.788
17139 Preses, Les;Total;2018;1.763
17139 Preses, Les;Total;2017;1.764
17139 Preses, Les;Total;2016;1.781
17139 Preses, Les;Total;2015;1.764
17141 Puigcerdà;Total;2022;9.484
17141 Puigcerdà;Total;2021;9.518
17141 Puigcerdà;Total;2020;9.486
17141 Puigcerdà;Total;2019;9.258
17141 Puigcerdà;Total;2018;8.981
17141 Puigcerdà;Total;2017;8.839
17141 Puigcerdà;Total;2016;8.810
17141 Puigcerdà;Total;2015;8.825
17142 Quart;Total;2022;3.906
17142 Quart;Total;2021;3.856
17142 Quart;Total;2020;3.798
17142 Quart;Total;2019;3.724
17142 Quart;Total;2018;3.640
17142 Quart;Total;2017;3.570
17142 Quart;Total;2016;3.478
17142 Quart;Total;2015;3.448
17043 Queralbs;Total;2022;191
17043 Queralbs;Total;2021;191
17043 Queralbs;Total;2020;188
17043 Queralbs;Total;2019;191
17043 Queralbs;Total;2018;186
17043 Queralbs;Total;2017;176
17043 Queralbs;Total;2016;174
17043 Queralbs;Total;2015;173
17143 Rabós;Total;2022;210
17143 Rabós;Total;2021;206
17143 Rabós;Total;2020;184
17143 Rabós;Total;2019;178
17143 Rabós;Total;2018;179
17143 Rabós;Total;2017;175
17143 Rabós;Total;2016;188
17143 Rabós;Total;2015;182
17144 Regencós;Total;2022;271
17144 Regencós;Total;2021;282
17144 Regencós;Total;2020;276
17144 Regencós;Total;2019;269
17144 Regencós;Total;2018;276
17144 Regencós;Total;2017;279
17144 Regencós;Total;2016;279
17144 Regencós;Total;2015;285
17145 Ribes de Freser;Total;2022;1.810
17145 Ribes de Freser;Total;2021;1.787
17145 Ribes de Freser;Total;2020;1.760
17145 Ribes de Freser;Total;2019;1.754
17145 Ribes de Freser;Total;2018;1.766
17145 Ribes de Freser;Total;2017;1.783
17145 Ribes de Freser;Total;2016;1.785
17145 Ribes de Freser;Total;2015;1.818
17146 Riells i Viabrea;Total;2022;4.279
17146 Riells i Viabrea;Total;2021;4.268
17146 Riells i Viabrea;Total;2020;4.153
17146 Riells i Viabrea;Total;2019;4.124
17146 Riells i Viabrea;Total;2018;4.002
17146 Riells i Viabrea;Total;2017;3.922
17146 Riells i Viabrea;Total;2016;3.927
17146 Riells i Viabrea;Total;2015;3.945
17147 Ripoll;Total;2022;10.641
17147 Ripoll;Total;2021;10.721
17147 Ripoll;Total;2020;10.803
17147 Ripoll;Total;2019;10.686
17147 Ripoll;Total;2018;10.632
17147 Ripoll;Total;2017;10.611
17147 Ripoll;Total;2016;10.583
17147 Ripoll;Total;2015;10.632
17148 Riudarenes;Total;2022;2.337
17148 Riudarenes;Total;2021;2.283
17148 Riudarenes;Total;2020;2.204
17148 Riudarenes;Total;2019;2.182
17148 Riudarenes;Total;2018;2.181
17148 Riudarenes;Total;2017;2.145
17148 Riudarenes;Total;2016;2.120
17148 Riudarenes;Total;2015;2.120
17149 Riudaura;Total;2022;511
17149 Riudaura;Total;2021;511
17149 Riudaura;Total;2020;481
17149 Riudaura;Total;2019;478
17149 Riudaura;Total;2018;462
17149 Riudaura;Total;2017;475
17149 Riudaura;Total;2016;466
17149 Riudaura;Total;2015;461
17150 Riudellots de la Selva;Total;2022;2.072
17150 Riudellots de la Selva;Total;2021;2.076
17150 Riudellots de la Selva;Total;2020;2.071
17150 Riudellots de la Selva;Total;2019;2.076
17150 Riudellots de la Selva;Total;2018;2.059
17150 Riudellots de la Selva;Total;2017;2.029
17150 Riudellots de la Selva;Total;2016;2.024
17150 Riudellots de la Selva;Total;2015;2.022
17151 Riumors;Total;2022;244
17151 Riumors;Total;2021;244
17151 Riumors;Total;2020;246
17151 Riumors;Total;2019;258
17151 Riumors;Total;2018;263
17151 Riumors;Total;2017;266
17151 Riumors;Total;2016;255
17151 Riumors;Total;2015;245
17152 Roses;Total;2022;19.907
17152 Roses;Total;2021;19.921
17152 Roses;Total;2020;19.807
17152 Roses;Total;2019;19.550
17152 Roses;Total;2018;19.319
17152 Roses;Total;2017;19.216
17152 Roses;Total;2016;19.438
17152 Roses;Total;2015;19.575
17153 Rupià;Total;2022;300
17153 Rupià;Total;2021;296
17153 Rupià;Total;2020;273
17153 Rupià;Total;2019;272
17153 Rupià;Total;2018;269
17153 Rupià;Total;2017;264
17153 Rupià;Total;2016;253
17153 Rupià;Total;2015;248
17154 Sales de Llierca;Total;2022;169
17154 Sales de Llierca;Total;2021;164
17154 Sales de Llierca;Total;2020;159
17154 Sales de Llierca;Total;2019;154
17154 Sales de Llierca;Total;2018;151
17154 Sales de Llierca;Total;2017;147
17154 Sales de Llierca;Total;2016;137
17154 Sales de Llierca;Total;2015;139
17155 Salt;Total;2022;32.517
17155 Salt;Total;2021;32.230
17155 Salt;Total;2020;32.138
17155 Salt;Total;2019;31.362
17155 Salt;Total;2018;30.622
17155 Salt;Total;2017;29.836
17155 Salt;Total;2016;29.404
17155 Salt;Total;2015;29.342
17157 Sant Andreu Salou;Total;2022;162
17157 Sant Andreu Salou;Total;2021;156
17157 Sant Andreu Salou;Total;2020;160
17157 Sant Andreu Salou;Total;2019;155
17157 Sant Andreu Salou;Total;2018;156
17157 Sant Andreu Salou;Total;2017;150
17157 Sant Andreu Salou;Total;2016;155
17157 Sant Andreu Salou;Total;2015;149
17183 Sant Aniol de Finestres;Total;2022;363
17183 Sant Aniol de Finestres;Total;2021;353
17183 Sant Aniol de Finestres;Total;2020;345
17183 Sant Aniol de Finestres;Total;2019;341
17183 Sant Aniol de Finestres;Total;2018;351
17183 Sant Aniol de Finestres;Total;2017;363
17183 Sant Aniol de Finestres;Total;2016;371
17183 Sant Aniol de Finestres;Total;2015;373
17158 Sant Climent Sescebes;Total;2022;696
17158 Sant Climent Sescebes;Total;2021;712
17158 Sant Climent Sescebes;Total;2020;707
17158 Sant Climent Sescebes;Total;2019;626
17158 Sant Climent Sescebes;Total;2018;635
17158 Sant Climent Sescebes;Total;2017;636
17158 Sant Climent Sescebes;Total;2016;641
17158 Sant Climent Sescebes;Total;2015;601
17159 Sant Feliu de Buixalleu;Total;2022;839
17159 Sant Feliu de Buixalleu;Total;2021;808
17159 Sant Feliu de Buixalleu;Total;2020;797
17159 Sant Feliu de Buixalleu;Total;2019;783
17159 Sant Feliu de Buixalleu;Total;2018;804
17159 Sant Feliu de Buixalleu;Total;2017;825
17159 Sant Feliu de Buixalleu;Total;2016;799
17159 Sant Feliu de Buixalleu;Total;2015;787
17160 Sant Feliu de Guíxols;Total;2022;22.149
17160 Sant Feliu de Guíxols;Total;2021;22.210
17160 Sant Feliu de Guíxols;Total;2020;22.097
17160 Sant Feliu de Guíxols;Total;2019;21.925
17160 Sant Feliu de Guíxols;Total;2018;21.824
17160 Sant Feliu de Guíxols;Total;2017;21.721
17160 Sant Feliu de Guíxols;Total;2016;21.760
17160 Sant Feliu de Guíxols;Total;2015;21.586
17161 Sant Feliu de Pallerols;Total;2022;1.495
17161 Sant Feliu de Pallerols;Total;2021;1.456
17161 Sant Feliu de Pallerols;Total;2020;1.437
17161 Sant Feliu de Pallerols;Total;2019;1.371
17161 Sant Feliu de Pallerols;Total;2018;1.343
17161 Sant Feliu de Pallerols;Total;2017;1.342
17161 Sant Feliu de Pallerols;Total;2016;1.317
17161 Sant Feliu de Pallerols;Total;2015;1.332
17162 Sant Ferriol;Total;2022;256
17162 Sant Ferriol;Total;2021;247
17162 Sant Ferriol;Total;2020;236
17162 Sant Ferriol;Total;2019;243
17162 Sant Ferriol;Total;2018;245
17162 Sant Ferriol;Total;2017;228
17162 Sant Ferriol;Total;2016;231
17162 Sant Ferriol;Total;2015;239
17163 Sant Gregori;Total;2022;4.085
17163 Sant Gregori;Total;2021;4.012
17163 Sant Gregori;Total;2020;3.928
17163 Sant Gregori;Total;2019;3.817
17163 Sant Gregori;Total;2018;3.740
17163 Sant Gregori;Total;2017;3.636
17163 Sant Gregori;Total;2016;3.553
17163 Sant Gregori;Total;2015;3.498
17164 Sant Hilari Sacalm;Total;2022;5.836
17164 Sant Hilari Sacalm;Total;2021;5.758
17164 Sant Hilari Sacalm;Total;2020;5.703
17164 Sant Hilari Sacalm;Total;2019;5.627
17164 Sant Hilari Sacalm;Total;2018;5.591
17164 Sant Hilari Sacalm;Total;2017;5.578
17164 Sant Hilari Sacalm;Total;2016;5.570
17164 Sant Hilari Sacalm;Total;2015;5.608
17165 Sant Jaume de Llierca;Total;2022;842
17165 Sant Jaume de Llierca;Total;2021;852
17165 Sant Jaume de Llierca;Total;2020;871
17165 Sant Jaume de Llierca;Total;2019;865
17165 Sant Jaume de Llierca;Total;2018;840
17165 Sant Jaume de Llierca;Total;2017;852
17165 Sant Jaume de Llierca;Total;2016;873
17165 Sant Jaume de Llierca;Total;2015;841
17167 Sant Joan de les Abadesses;Total;2022;3.274
17167 Sant Joan de les Abadesses;Total;2021;3.250
17167 Sant Joan de les Abadesses;Total;2020;3.224
17167 Sant Joan de les Abadesses;Total;2019;3.232
17167 Sant Joan de les Abadesses;Total;2018;3.224
17167 Sant Joan de les Abadesses;Total;2017;3.270
17167 Sant Joan de les Abadesses;Total;2016;3.342
17167 Sant Joan de les Abadesses;Total;2015;3.383
17168 Sant Joan de Mollet;Total;2022;515
17168 Sant Joan de Mollet;Total;2021;501
17168 Sant Joan de Mollet;Total;2020;498
17168 Sant Joan de Mollet;Total;2019;507
17168 Sant Joan de Mollet;Total;2018;502
17168 Sant Joan de Mollet;Total;2017;498
17168 Sant Joan de Mollet;Total;2016;495
17168 Sant Joan de Mollet;Total;2015;497
17185 Sant Joan les Fonts;Total;2022;3.054
17185 Sant Joan les Fonts;Total;2021;3.050
17185 Sant Joan les Fonts;Total;2020;3.044
17185 Sant Joan les Fonts;Total;2019;3.006
17185 Sant Joan les Fonts;Total;2018;2.966
17185 Sant Joan les Fonts;Total;2017;2.931
17185 Sant Joan les Fonts;Total;2016;2.906
17185 Sant Joan les Fonts;Total;2015;2.937
17166 Sant Jordi Desvalls;Total;2022;830
17166 Sant Jordi Desvalls;Total;2021;796
17166 Sant Jordi Desvalls;Total;2020;760
17166 Sant Jordi Desvalls;Total;2019;761
17166 Sant Jordi Desvalls;Total;2018;731
17166 Sant Jordi Desvalls;Total;2017;732
17166 Sant Jordi Desvalls;Total;2016;700
17166 Sant Jordi Desvalls;Total;2015;720
17169 Sant Julià de Ramis;Total;2022;3.623
17169 Sant Julià de Ramis;Total;2021;3.612
17169 Sant Julià de Ramis;Total;2020;3.576
17169 Sant Julià de Ramis;Total;2019;3.515
17169 Sant Julià de Ramis;Total;2018;3.461
17169 Sant Julià de Ramis;Total;2017;3.447
17169 Sant Julià de Ramis;Total;2016;3.455
17169 Sant Julià de Ramis;Total;2015;3.415
17903 Sant Julià del Llor i Bonmatí;Total;2022;1.347
17903 Sant Julià del Llor i Bonmatí;Total;2021;1.314
17903 Sant Julià del Llor i Bonmatí;Total;2020;1.313
17903 Sant Julià del Llor i Bonmatí;Total;2019;1.286
17903 Sant Julià del Llor i Bonmatí;Total;2018;1.275
17903 Sant Julià del Llor i Bonmatí;Total;2017;1.321
17903 Sant Julià del Llor i Bonmatí;Total;2016;1.282
17903 Sant Julià del Llor i Bonmatí;Total;2015;1.272
17171 Sant Llorenç de la Muga;Total;2022;267
17171 Sant Llorenç de la Muga;Total;2021;267
17171 Sant Llorenç de la Muga;Total;2020;265
17171 Sant Llorenç de la Muga;Total;2019;264
17171 Sant Llorenç de la Muga;Total;2018;251
17171 Sant Llorenç de la Muga;Total;2017;251
17171 Sant Llorenç de la Muga;Total;2016;247
17171 Sant Llorenç de la Muga;Total;2015;255
17172 Sant Martí de Llémena;Total;2022;679
17172 Sant Martí de Llémena;Total;2021;663
17172 Sant Martí de Llémena;Total;2020;641
17172 Sant Martí de Llémena;Total;2019;633
17172 Sant Martí de Llémena;Total;2018;626
17172 Sant Martí de Llémena;Total;2017;612
17172 Sant Martí de Llémena;Total;2016;618
17172 Sant Martí de Llémena;Total;2015;605
17173 Sant Martí Vell;Total;2022;261
17173 Sant Martí Vell;Total;2021;244
17173 Sant Martí Vell;Total;2020;251
17173 Sant Martí Vell;Total;2019;252
17173 Sant Martí Vell;Total;2018;249
17173 Sant Martí Vell;Total;2017;245
17173 Sant Martí Vell;Total;2016;250
17173 Sant Martí Vell;Total;2015;248
17174 Sant Miquel de Campmajor;Total;2022;239
17174 Sant Miquel de Campmajor;Total;2021;243
17174 Sant Miquel de Campmajor;Total;2020;229
17174 Sant Miquel de Campmajor;Total;2019;231
17174 Sant Miquel de Campmajor;Total;2018;228
17174 Sant Miquel de Campmajor;Total;2017;226
17174 Sant Miquel de Campmajor;Total;2016;226
17174 Sant Miquel de Campmajor;Total;2015;219
17175 Sant Miquel de Fluvià;Total;2022;808
17175 Sant Miquel de Fluvià;Total;2021;755
17175 Sant Miquel de Fluvià;Total;2020;761
17175 Sant Miquel de Fluvià;Total;2019;764
17175 Sant Miquel de Fluvià;Total;2018;746
17175 Sant Miquel de Fluvià;Total;2017;746
17175 Sant Miquel de Fluvià;Total;2016;742
17175 Sant Miquel de Fluvià;Total;2015;756
17176 Sant Mori;Total;2022;159
17176 Sant Mori;Total;2021;157
17176 Sant Mori;Total;2020;166
17176 Sant Mori;Total;2019;177
17176 Sant Mori;Total;2018;177
17176 Sant Mori;Total;2017;175
17176 Sant Mori;Total;2016;176
17176 Sant Mori;Total;2015;176
17177 Sant Pau de Segúries;Total;2022;732
17177 Sant Pau de Segúries;Total;2021;725
17177 Sant Pau de Segúries;Total;2020;688
17177 Sant Pau de Segúries;Total;2019;697
17177 Sant Pau de Segúries;Total;2018;707
17177 Sant Pau de Segúries;Total;2017;672
17177 Sant Pau de Segúries;Total;2016;670
17177 Sant Pau de Segúries;Total;2015;682
17178 Sant Pere Pescador;Total;2022;2.079
17178 Sant Pere Pescador;Total;2021;2.083
17178 Sant Pere Pescador;Total;2020;2.090
17178 Sant Pere Pescador;Total;2019;2.042
17178 Sant Pere Pescador;Total;2018;2.039
17178 Sant Pere Pescador;Total;2017;2.040
17178 Sant Pere Pescador;Total;2016;2.134
17178 Sant Pere Pescador;Total;2015;2.143
17180 Santa Coloma de Farners;Total;2022;13.557
17180 Santa Coloma de Farners;Total;2021;13.459
17180 Santa Coloma de Farners;Total;2020;13.363
17180 Santa Coloma de Farners;Total;2019;13.143
17180 Santa Coloma de Farners;Total;2018;12.894
17180 Santa Coloma de Farners;Total;2017;12.854
17180 Santa Coloma de Farners;Total;2016;12.583
17180 Santa Coloma de Farners;Total;2015;12.681
17181 Santa Cristina d'Aro;Total;2022;5.585
17181 Santa Cristina d'Aro;Total;2021;5.408
17181 Santa Cristina d'Aro;Total;2020;5.287
17181 Santa Cristina d'Aro;Total;2019;5.223
17181 Santa Cristina d'Aro;Total;2018;5.203
17181 Santa Cristina d'Aro;Total;2017;5.194
17181 Santa Cristina d'Aro;Total;2016;5.128
17181 Santa Cristina d'Aro;Total;2015;5.089
17182 Santa Llogaia d'Àlguema;Total;2022;379
17182 Santa Llogaia d'Àlguema;Total;2021;378
17182 Santa Llogaia d'Àlguema;Total;2020;368
17182 Santa Llogaia d'Àlguema;Total;2019;370
17182 Santa Llogaia d'Àlguema;Total;2018;363
17182 Santa Llogaia d'Àlguema;Total;2017;353
17182 Santa Llogaia d'Àlguema;Total;2016;343
17182 Santa Llogaia d'Àlguema;Total;2015;339
17184 Santa Pau;Total;2022;1.605
17184 Santa Pau;Total;2021;1.585
17184 Santa Pau;Total;2020;1.614
17184 Santa Pau;Total;2019;1.565
17184 Santa Pau;Total;2018;1.573
17184 Santa Pau;Total;2017;1.549
17184 Santa Pau;Total;2016;1.524
17184 Santa Pau;Total;2015;1.562
17186 Sarrià de Ter;Total;2022;5.294
17186 Sarrià de Ter;Total;2021;5.231
17186 Sarrià de Ter;Total;2020;5.229
17186 Sarrià de Ter;Total;2019;5.170
17186 Sarrià de Ter;Total;2018;5.114
17186 Sarrià de Ter;Total;2017;5.052
17186 Sarrià de Ter;Total;2016;5.035
17186 Sarrià de Ter;Total;2015;4.973
17187 Saus, Camallera i Llampaies;Total;2022;865
17187 Saus, Camallera i Llampaies;Total;2021;865
17187 Saus, Camallera i Llampaies;Total;2020;856
17187 Saus, Camallera i Llampaies;Total;2019;837
17187 Saus, Camallera i Llampaies;Total;2018;848
17187 Saus, Camallera i Llampaies;Total;2017;839
17187 Saus, Camallera i Llampaies;Total;2016;842
