Municipios;Sexo;Periodo;Total
17187 Saus, Camallera i Llampaies;Total;2015;830
17188 Selva de Mar, La;Total;2022;220
17188 Selva de Mar, La;Total;2021;212
17188 Selva de Mar, La;Total;2020;195
17188 Selva de Mar, La;Total;2019;196
17188 Selva de Mar, La;Total;2018;187
17188 Selva de Mar, La;Total;2017;191
17188 Selva de Mar, La;Total;2016;188
17188 Selva de Mar, La;Total;2015;184
17190 Serinyà;Total;2022;1.153
17190 Serinyà;Total;2021;1.143
17190 Serinyà;Total;2020;1.133
17190 Serinyà;Total;2019;1.136
17190 Serinyà;Total;2018;1.108
17190 Serinyà;Total;2017;1.117
17190 Serinyà;Total;2016;1.132
17190 Serinyà;Total;2015;1.130
17191 Serra de Daró;Total;2022;233
17191 Serra de Daró;Total;2021;235
17191 Serra de Daró;Total;2020;222
17191 Serra de Daró;Total;2019;221
17191 Serra de Daró;Total;2018;210
17191 Serra de Daró;Total;2017;206
17191 Serra de Daró;Total;2016;209
17191 Serra de Daró;Total;2015;209
17192 Setcases;Total;2022;200
17192 Setcases;Total;2021;185
17192 Setcases;Total;2020;170
17192 Setcases;Total;2019;177
17192 Setcases;Total;2018;168
17192 Setcases;Total;2017;182
17192 Setcases;Total;2016;181
17192 Setcases;Total;2015;180
17193 Sils;Total;2022;6.507
17193 Sils;Total;2021;6.349
17193 Sils;Total;2020;6.219
17193 Sils;Total;2019;6.093
17193 Sils;Total;2018;5.969
17193 Sils;Total;2017;5.910
17193 Sils;Total;2016;5.910
17193 Sils;Total;2015;5.797
17052 Siurana;Total;2022;178
17052 Siurana;Total;2021;179
17052 Siurana;Total;2020;171
17052 Siurana;Total;2019;168
17052 Siurana;Total;2018;162
17052 Siurana;Total;2017;159
17052 Siurana;Total;2016;155
17052 Siurana;Total;2015;152
17194 Susqueda;Total;2022;96
17194 Susqueda;Total;2021;99
17194 Susqueda;Total;2020;93
17194 Susqueda;Total;2019;101
17194 Susqueda;Total;2018;97
17194 Susqueda;Total;2017;98
17194 Susqueda;Total;2016;95
17194 Susqueda;Total;2015;92
17195 Tallada d'Empordà, La;Total;2022;480
17195 Tallada d'Empordà, La;Total;2021;466
17195 Tallada d'Empordà, La;Total;2020;454
17195 Tallada d'Empordà, La;Total;2019;463
17195 Tallada d'Empordà, La;Total;2018;459
17195 Tallada d'Empordà, La;Total;2017;450
17195 Tallada d'Empordà, La;Total;2016;451
17195 Tallada d'Empordà, La;Total;2015;458
17196 Terrades;Total;2022;345
17196 Terrades;Total;2021;334
17196 Terrades;Total;2020;338
17196 Terrades;Total;2019;329
17196 Terrades;Total;2018;314
17196 Terrades;Total;2017;306
17196 Terrades;Total;2016;285
17196 Terrades;Total;2015;294
17197 Torrent;Total;2022;166
17197 Torrent;Total;2021;160
17197 Torrent;Total;2020;164
17197 Torrent;Total;2019;175
17197 Torrent;Total;2018;165
17197 Torrent;Total;2017;161
17197 Torrent;Total;2016;163
17197 Torrent;Total;2015;169
17198 Torroella de Fluvià;Total;2022;741
17198 Torroella de Fluvià;Total;2021;726
17198 Torroella de Fluvià;Total;2020;703
17198 Torroella de Fluvià;Total;2019;694
17198 Torroella de Fluvià;Total;2018;723
17198 Torroella de Fluvià;Total;2017;688
17198 Torroella de Fluvià;Total;2016;711
17198 Torroella de Fluvià;Total;2015;732
17199 Torroella de Montgrí;Total;2022;12.061
17199 Torroella de Montgrí;Total;2021;12.023
17199 Torroella de Montgrí;Total;2020;11.836
17199 Torroella de Montgrí;Total;2019;11.645
17199 Torroella de Montgrí;Total;2018;11.537
17199 Torroella de Montgrí;Total;2017;11.516
17199 Torroella de Montgrí;Total;2016;11.506
17199 Torroella de Montgrí;Total;2015;11.388
17200 Tortellà;Total;2022;823
17200 Tortellà;Total;2021;816
17200 Tortellà;Total;2020;818
17200 Tortellà;Total;2019;809
17200 Tortellà;Total;2018;801
17200 Tortellà;Total;2017;783
17200 Tortellà;Total;2016;781
17200 Tortellà;Total;2015;775
17201 Toses;Total;2022;185
17201 Toses;Total;2021;178
17201 Toses;Total;2020;168
17201 Toses;Total;2019;171
17201 Toses;Total;2018;165
17201 Toses;Total;2017;168
17201 Toses;Total;2016;166
17201 Toses;Total;2015;155
17202 Tossa de Mar;Total;2022;5.956
17202 Tossa de Mar;Total;2021;5.930
17202 Tossa de Mar;Total;2020;5.818
17202 Tossa de Mar;Total;2019;5.683
17202 Tossa de Mar;Total;2018;5.584
17202 Tossa de Mar;Total;2017;5.542
17202 Tossa de Mar;Total;2016;5.498
17202 Tossa de Mar;Total;2015;5.623
17204 Ullà;Total;2022;1.195
17204 Ullà;Total;2021;1.167
17204 Ullà;Total;2020;1.177
17204 Ullà;Total;2019;1.153
17204 Ullà;Total;2018;1.139
17204 Ullà;Total;2017;1.138
17204 Ullà;Total;2016;1.077
17204 Ullà;Total;2015;1.068
17205 Ullastret;Total;2022;250
17205 Ullastret;Total;2021;258
17205 Ullastret;Total;2020;274
17205 Ullastret;Total;2019;290
17205 Ullastret;Total;2018;286
17205 Ullastret;Total;2017;295
17205 Ullastret;Total;2016;288
17205 Ullastret;Total;2015;295
17203 Ultramort;Total;2022;224
17203 Ultramort;Total;2021;226
17203 Ultramort;Total;2020;225
17203 Ultramort;Total;2019;223
17203 Ultramort;Total;2018;214
17203 Ultramort;Total;2017;216
17203 Ultramort;Total;2016;210
17203 Ultramort;Total;2015;200
17206 Urús;Total;2022;214
17206 Urús;Total;2021;210
17206 Urús;Total;2020;196
17206 Urús;Total;2019;189
17206 Urús;Total;2018;178
17206 Urús;Total;2017;173
17206 Urús;Total;2016;181
17206 Urús;Total;2015;176
17014 Vajol, La;Total;2022;87
17014 Vajol, La;Total;2021;88
17014 Vajol, La;Total;2020;89
17014 Vajol, La;Total;2019;89
17014 Vajol, La;Total;2018;85
17014 Vajol, La;Total;2017;85
17014 Vajol, La;Total;2016;83
17014 Vajol, La;Total;2015;88
17208 Vall de Bianya, La;Total;2022;1.345
17208 Vall de Bianya, La;Total;2021;1.315
17208 Vall de Bianya, La;Total;2020;1.275
17208 Vall de Bianya, La;Total;2019;1.264
17208 Vall de Bianya, La;Total;2018;1.286
17208 Vall de Bianya, La;Total;2017;1.265
17208 Vall de Bianya, La;Total;2016;1.266
17208 Vall de Bianya, La;Total;2015;1.297
17207 Vall d'en Bas, La;Total;2022;3.143
17207 Vall d'en Bas, La;Total;2021;3.115
17207 Vall d'en Bas, La;Total;2020;3.093
17207 Vall d'en Bas, La;Total;2019;3.072
17207 Vall d'en Bas, La;Total;2018;3.029
17207 Vall d'en Bas, La;Total;2017;3.018
17207 Vall d'en Bas, La;Total;2016;2.983
17207 Vall d'en Bas, La;Total;2015;2.966
17170 Vallfogona de Ripollès;Total;2022;222
17170 Vallfogona de Ripollès;Total;2021;213
17170 Vallfogona de Ripollès;Total;2020;196
17170 Vallfogona de Ripollès;Total;2019;206
17170 Vallfogona de Ripollès;Total;2018;212
17170 Vallfogona de Ripollès;Total;2017;204
17170 Vallfogona de Ripollès;Total;2016;200
17170 Vallfogona de Ripollès;Total;2015;205
17209 Vall-llobrega;Total;2022;926
17209 Vall-llobrega;Total;2021;918
17209 Vall-llobrega;Total;2020;897
17209 Vall-llobrega;Total;2019;899
17209 Vall-llobrega;Total;2018;912
17209 Vall-llobrega;Total;2017;924
17209 Vall-llobrega;Total;2016;922
17209 Vall-llobrega;Total;2015;915
17210 Ventalló;Total;2022;911
17210 Ventalló;Total;2021;914
17210 Ventalló;Total;2020;846
17210 Ventalló;Total;2019;859
17210 Ventalló;Total;2018;854
17210 Ventalló;Total;2017;793
17210 Ventalló;Total;2016;802
17210 Ventalló;Total;2015;830
17211 Verges;Total;2022;1.162
17211 Verges;Total;2021;1.183
17211 Verges;Total;2020;1.169
17211 Verges;Total;2019;1.171
17211 Verges;Total;2018;1.189
17211 Verges;Total;2017;1.159
17211 Verges;Total;2016;1.150
17211 Verges;Total;2015;1.197
17212 Vidrà;Total;2022;181
17212 Vidrà;Total;2021;186
17212 Vidrà;Total;2020;177
17212 Vidrà;Total;2019;167
17212 Vidrà;Total;2018;173
17212 Vidrà;Total;2017;177
17212 Vidrà;Total;2016;176
17212 Vidrà;Total;2015;173
17213 Vidreres;Total;2022;8.167
17213 Vidreres;Total;2021;8.073
17213 Vidreres;Total;2020;7.951
17213 Vidreres;Total;2019;7.797
17213 Vidreres;Total;2018;7.740
17213 Vidreres;Total;2017;7.652
17213 Vidreres;Total;2016;7.632
17213 Vidreres;Total;2015;7.741
17214 Vilabertran;Total;2022;991
17214 Vilabertran;Total;2021;969
17214 Vilabertran;Total;2020;993
17214 Vilabertran;Total;2019;979
17214 Vilabertran;Total;2018;951
17214 Vilabertran;Total;2017;919
17214 Vilabertran;Total;2016;919
17214 Vilabertran;Total;2015;902
17215 Vilablareix;Total;2022;3.396
17215 Vilablareix;Total;2021;3.225
17215 Vilablareix;Total;2020;3.063
17215 Vilablareix;Total;2019;2.897
17215 Vilablareix;Total;2018;2.789
17215 Vilablareix;Total;2017;2.691
17215 Vilablareix;Total;2016;2.636
17215 Vilablareix;Total;2015;2.559
17217 Viladamat;Total;2022;479
17217 Viladamat;Total;2021;471
17217 Viladamat;Total;2020;458
17217 Viladamat;Total;2019;468
17217 Viladamat;Total;2018;466
17217 Viladamat;Total;2017;468
17217 Viladamat;Total;2016;466
17217 Viladamat;Total;2015;441
17216 Viladasens;Total;2022;216
17216 Viladasens;Total;2021;214
17216 Viladasens;Total;2020;206
17216 Viladasens;Total;2019;200
17216 Viladasens;Total;2018;204
17216 Viladasens;Total;2017;216
17216 Viladasens;Total;2016;224
17216 Viladasens;Total;2015;221
17218 Vilademuls;Total;2022;840
17218 Vilademuls;Total;2021;835
17218 Vilademuls;Total;2020;835
17218 Vilademuls;Total;2019;815
17218 Vilademuls;Total;2018;823
17218 Vilademuls;Total;2017;789
17218 Vilademuls;Total;2016;808
17218 Vilademuls;Total;2015;834
17220 Viladrau;Total;2022;1.103
17220 Viladrau;Total;2021;1.102
17220 Viladrau;Total;2020;1.047
17220 Viladrau;Total;2019;1.040
17220 Viladrau;Total;2018;1.026
17220 Viladrau;Total;2017;1.038
17220 Viladrau;Total;2016;1.030
17220 Viladrau;Total;2015;1.035
17221 Vilafant;Total;2022;5.562
17221 Vilafant;Total;2021;5.480
17221 Vilafant;Total;2020;5.421
17221 Vilafant;Total;2019;5.394
17221 Vilafant;Total;2018;5.443
17221 Vilafant;Total;2017;5.465
17221 Vilafant;Total;2016;5.466
17221 Vilafant;Total;2015;5.543
17223 Vilajuïga;Total;2022;1.142
17223 Vilajuïga;Total;2021;1.124
17223 Vilajuïga;Total;2020;1.116
17223 Vilajuïga;Total;2019;1.104
17223 Vilajuïga;Total;2018;1.112
17223 Vilajuïga;Total;2017;1.123
17223 Vilajuïga;Total;2016;1.155
17223 Vilajuïga;Total;2015;1.169
17224 Vilallonga de Ter;Total;2022;410
17224 Vilallonga de Ter;Total;2021;386
17224 Vilallonga de Ter;Total;2020;398
17224 Vilallonga de Ter;Total;2019;398
17224 Vilallonga de Ter;Total;2018;404
17224 Vilallonga de Ter;Total;2017;406
17224 Vilallonga de Ter;Total;2016;400
17224 Vilallonga de Ter;Total;2015;398
17225 Vilamacolum;Total;2022;386
17225 Vilamacolum;Total;2021;371
17225 Vilamacolum;Total;2020;377
17225 Vilamacolum;Total;2019;348
17225 Vilamacolum;Total;2018;312
17225 Vilamacolum;Total;2017;325
17225 Vilamacolum;Total;2016;320
17225 Vilamacolum;Total;2015;294
17226 Vilamalla;Total;2022;1.166
17226 Vilamalla;Total;2021;1.154
17226 Vilamalla;Total;2020;1.161
17226 Vilamalla;Total;2019;1.181
17226 Vilamalla;Total;2018;1.157
17226 Vilamalla;Total;2017;1.146
17226 Vilamalla;Total;2016;1.121
17226 Vilamalla;Total;2015;1.133
17227 Vilamaniscle;Total;2022;204
17227 Vilamaniscle;Total;2021;205
17227 Vilamaniscle;Total;2020;212
17227 Vilamaniscle;Total;2019;200
17227 Vilamaniscle;Total;2018;208
17227 Vilamaniscle;Total;2017;199
17227 Vilamaniscle;Total;2016;202
17227 Vilamaniscle;Total;2015;179
17228 Vilanant;Total;2022;401
17228 Vilanant;Total;2021;399
17228 Vilanant;Total;2020;386
17228 Vilanant;Total;2019;392
17228 Vilanant;Total;2018;399
17228 Vilanant;Total;2017;401
17228 Vilanant;Total;2016;405
17228 Vilanant;Total;2015;399
17230 Vila-sacra;Total;2022;785
17230 Vila-sacra;Total;2021;761
17230 Vila-sacra;Total;2020;758
17230 Vila-sacra;Total;2019;760
17230 Vila-sacra;Total;2018;709
17230 Vila-sacra;Total;2017;706
17230 Vila-sacra;Total;2016;713
17230 Vila-sacra;Total;2015;670
17222 Vilaür;Total;2022;162
17222 Vilaür;Total;2021;162
17222 Vilaür;Total;2020;158
17222 Vilaür;Total;2019;157
17222 Vilaür;Total;2018;147
17222 Vilaür;Total;2017;145
17222 Vilaür;Total;2016;156
17222 Vilaür;Total;2015;159
17233 Vilobí d'Onyar;Total;2022;3.304
17233 Vilobí d'Onyar;Total;2021;3.310
17233 Vilobí d'Onyar;Total;2020;3.333
17233 Vilobí d'Onyar;Total;2019;3.291
17233 Vilobí d'Onyar;Total;2018;3.196
17233 Vilobí d'Onyar;Total;2017;3.138
17233 Vilobí d'Onyar;Total;2016;3.163
17233 Vilobí d'Onyar;Total;2015;3.166
17232 Vilopriu;Total;2022;223
17232 Vilopriu;Total;2021;230
17232 Vilopriu;Total;2020;204
17232 Vilopriu;Total;2019;202
17232 Vilopriu;Total;2018;205
17232 Vilopriu;Total;2017;207
17232 Vilopriu;Total;2016;201
17232 Vilopriu;Total;2015;199
