Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
25085 Estaràs;;;Renta neta media por hogar;2018;33.108
25085 Estaràs;;;Renta neta media por hogar;2017;30.052
25085 Estaràs;;;Renta neta media por hogar;2016;30.181
25085 Estaràs;;;Renta neta media por hogar;2015;29.707
25086 Esterri d'Àneu;;;Renta neta media por hogar;2020;33.167
25086 Esterri d'Àneu;;;Renta neta media por hogar;2019;32.603
25086 Esterri d'Àneu;;;Renta neta media por hogar;2018;32.424
25086 Esterri d'Àneu;;;Renta neta media por hogar;2017;30.084
25086 Esterri d'Àneu;;;Renta neta media por hogar;2016;31.215
25086 Esterri d'Àneu;;;Renta neta media por hogar;2015;29.505
25087 Esterri de Cardós;;;Renta neta media por hogar;2020;35.146
25087 Esterri de Cardós;;;Renta neta media por hogar;2019;.
25087 Esterri de Cardós;;;Renta neta media por hogar;2018;.
25087 Esterri de Cardós;;;Renta neta media por hogar;2017;.
25087 Esterri de Cardós;;;Renta neta media por hogar;2016;.
25087 Esterri de Cardós;;;Renta neta media por hogar;2015;.
25088 Estamariu;;;Renta neta media por hogar;2020;33.822
25088 Estamariu;;;Renta neta media por hogar;2019;33.290
25088 Estamariu;;;Renta neta media por hogar;2018;31.277
25088 Estamariu;;;Renta neta media por hogar;2017;21.298
25088 Estamariu;;;Renta neta media por hogar;2016;20.223
25088 Estamariu;;;Renta neta media por hogar;2015;19.634
25089 Farrera;;;Renta neta media por hogar;2020;22.160
25089 Farrera;;;Renta neta media por hogar;2019;22.682
25089 Farrera;;;Renta neta media por hogar;2018;25.530
25089 Farrera;;;Renta neta media por hogar;2017;18.765
25089 Farrera;;;Renta neta media por hogar;2016;17.826
25089 Farrera;;;Renta neta media por hogar;2015;18.465
25092 Floresta, La;;;Renta neta media por hogar;2020;38.293
25092 Floresta, La;;;Renta neta media por hogar;2019;38.325
25092 Floresta, La;;;Renta neta media por hogar;2018;36.338
25092 Floresta, La;;;Renta neta media por hogar;2017;34.925
25092 Floresta, La;;;Renta neta media por hogar;2016;33.271
25092 Floresta, La;;;Renta neta media por hogar;2015;31.216
25093 Fondarella;;;Renta neta media por hogar;2020;39.964
25093 Fondarella;;;Renta neta media por hogar;2019;39.732
25093 Fondarella;;;Renta neta media por hogar;2018;37.308
25093 Fondarella;;;Renta neta media por hogar;2017;34.815
25093 Fondarella;;;Renta neta media por hogar;2016;33.706
25093 Fondarella;;;Renta neta media por hogar;2015;33.978
25094 Foradada;;;Renta neta media por hogar;2020;30.769
25094 Foradada;;;Renta neta media por hogar;2019;32.078
25094 Foradada;;;Renta neta media por hogar;2018;34.871
25094 Foradada;;;Renta neta media por hogar;2017;30.168
25094 Foradada;;;Renta neta media por hogar;2016;29.473
25094 Foradada;;;Renta neta media por hogar;2015;29.877
25096 Fuliola, La;;;Renta neta media por hogar;2020;32.888
25096 Fuliola, La;;;Renta neta media por hogar;2019;31.419
25096 Fuliola, La;;;Renta neta media por hogar;2018;30.451
25096 Fuliola, La;;;Renta neta media por hogar;2017;28.344
25096 Fuliola, La;;;Renta neta media por hogar;2016;27.328
25096 Fuliola, La;;;Renta neta media por hogar;2015;27.049
25097 Fulleda;;;Renta neta media por hogar;2020;29.619
25097 Fulleda;;;Renta neta media por hogar;2019;28.632
25097 Fulleda;;;Renta neta media por hogar;2018;.
25097 Fulleda;;;Renta neta media por hogar;2017;.
25097 Fulleda;;;Renta neta media por hogar;2016;.
25097 Fulleda;;;Renta neta media por hogar;2015;.
25098 Gavet de la Conca;;;Renta neta media por hogar;2020;33.386
25098 Gavet de la Conca;;;Renta neta media por hogar;2019;34.672
25098 Gavet de la Conca;;;Renta neta media por hogar;2018;35.127
25098 Gavet de la Conca;;;Renta neta media por hogar;2017;21.647
25098 Gavet de la Conca;;;Renta neta media por hogar;2016;22.064
25098 Gavet de la Conca;;;Renta neta media por hogar;2015;21.797
25099 Golmés;;;Renta neta media por hogar;2020;37.827
25099 Golmés;;;Renta neta media por hogar;2019;35.861
25099 Golmés;;;Renta neta media por hogar;2018;34.057
25099 Golmés;;;Renta neta media por hogar;2017;31.346
25099 Golmés;;;Renta neta media por hogar;2016;30.218
25099 Golmés;;;Renta neta media por hogar;2015;29.173
25100 Gósol;;;Renta neta media por hogar;2020;32.625
25100 Gósol;;;Renta neta media por hogar;2019;32.130
25100 Gósol;;;Renta neta media por hogar;2018;31.918
25100 Gósol;;;Renta neta media por hogar;2017;30.267
25100 Gósol;;;Renta neta media por hogar;2016;28.789
25100 Gósol;;;Renta neta media por hogar;2015;30.366
25101 Granadella, La;;;Renta neta media por hogar;2020;29.005
25101 Granadella, La;;;Renta neta media por hogar;2019;27.834
25101 Granadella, La;;;Renta neta media por hogar;2018;28.300
25101 Granadella, La;;;Renta neta media por hogar;2017;27.219
25101 Granadella, La;;;Renta neta media por hogar;2016;25.784
25101 Granadella, La;;;Renta neta media por hogar;2015;26.582
25102 Granja d'Escarp, La;;;Renta neta media por hogar;2020;27.767
25102 Granja d'Escarp, La;;;Renta neta media por hogar;2019;29.024
25102 Granja d'Escarp, La;;;Renta neta media por hogar;2018;26.983
25102 Granja d'Escarp, La;;;Renta neta media por hogar;2017;25.601
25102 Granja d'Escarp, La;;;Renta neta media por hogar;2016;24.619
25102 Granja d'Escarp, La;;;Renta neta media por hogar;2015;26.921
25103 Granyanella;;;Renta neta media por hogar;2020;40.094
25103 Granyanella;;;Renta neta media por hogar;2019;39.967
25103 Granyanella;;;Renta neta media por hogar;2018;37.702
25103 Granyanella;;;Renta neta media por hogar;2017;31.491
25103 Granyanella;;;Renta neta media por hogar;2016;32.038
25103 Granyanella;;;Renta neta media por hogar;2015;31.314
25104 Granyena de Segarra;;;Renta neta media por hogar;2020;34.657
25104 Granyena de Segarra;;;Renta neta media por hogar;2019;36.472
25104 Granyena de Segarra;;;Renta neta media por hogar;2018;35.643
25104 Granyena de Segarra;;;Renta neta media por hogar;2017;33.302
25104 Granyena de Segarra;;;Renta neta media por hogar;2016;30.960
25104 Granyena de Segarra;;;Renta neta media por hogar;2015;30.064
25105 Granyena de les Garrigues;;;Renta neta media por hogar;2020;25.189
25105 Granyena de les Garrigues;;;Renta neta media por hogar;2019;25.823
25105 Granyena de les Garrigues;;;Renta neta media por hogar;2018;23.685
25105 Granyena de les Garrigues;;;Renta neta media por hogar;2017;25.000
25105 Granyena de les Garrigues;;;Renta neta media por hogar;2016;23.950
25105 Granyena de les Garrigues;;;Renta neta media por hogar;2015;24.942
25109 Guimerà;;;Renta neta media por hogar;2020;25.697
25109 Guimerà;;;Renta neta media por hogar;2019;24.613
25109 Guimerà;;;Renta neta media por hogar;2018;25.848
25109 Guimerà;;;Renta neta media por hogar;2017;23.512
25109 Guimerà;;;Renta neta media por hogar;2016;23.994
25109 Guimerà;;;Renta neta media por hogar;2015;25.147
25110 Guissona;;;Renta neta media por hogar;2020;39.554
25110 Guissona;;;Renta neta media por hogar;2019;38.691
25110 Guissona;;;Renta neta media por hogar;2018;37.199
25110 Guissona;;;Renta neta media por hogar;2017;36.171
25110 Guissona;;;Renta neta media por hogar;2016;35.666
25110 Guissona;;;Renta neta media por hogar;2015;35.110
25111 Guixers;;;Renta neta media por hogar;2020;39.285
25111 Guixers;;;Renta neta media por hogar;2019;39.684
25111 Guixers;;;Renta neta media por hogar;2018;36.346
25111 Guixers;;;Renta neta media por hogar;2017;26.967
25111 Guixers;;;Renta neta media por hogar;2016;27.717
25111 Guixers;;;Renta neta media por hogar;2015;28.991
25112 Ivars de Noguera;;;Renta neta media por hogar;2020;33.606
25112 Ivars de Noguera;;;Renta neta media por hogar;2019;31.186
25112 Ivars de Noguera;;;Renta neta media por hogar;2018;31.915
25112 Ivars de Noguera;;;Renta neta media por hogar;2017;29.009
25112 Ivars de Noguera;;;Renta neta media por hogar;2016;27.077
25112 Ivars de Noguera;;;Renta neta media por hogar;2015;27.601
25113 Ivars d'Urgell;;;Renta neta media por hogar;2020;35.273
25113 Ivars d'Urgell;;;Renta neta media por hogar;2019;34.471
25113 Ivars d'Urgell;;;Renta neta media por hogar;2018;32.898
25113 Ivars d'Urgell;;;Renta neta media por hogar;2017;31.440
25113 Ivars d'Urgell;;;Renta neta media por hogar;2016;30.326
25113 Ivars d'Urgell;;;Renta neta media por hogar;2015;29.235
25114 Ivorra;;;Renta neta media por hogar;2020;39.439
25114 Ivorra;;;Renta neta media por hogar;2019;36.200
25114 Ivorra;;;Renta neta media por hogar;2018;33.584
25114 Ivorra;;;Renta neta media por hogar;2017;31.256
25114 Ivorra;;;Renta neta media por hogar;2016;34.678
25114 Ivorra;;;Renta neta media por hogar;2015;39.486
25115 Isona i Conca Dellà;;;Renta neta media por hogar;2020;32.519
25115 Isona i Conca Dellà;;;Renta neta media por hogar;2019;32.186
25115 Isona i Conca Dellà;;;Renta neta media por hogar;2018;30.527
25115 Isona i Conca Dellà;;;Renta neta media por hogar;2017;28.840
25115 Isona i Conca Dellà;;;Renta neta media por hogar;2016;28.264
25115 Isona i Conca Dellà;;;Renta neta media por hogar;2015;27.052
25118 Juncosa;;;Renta neta media por hogar;2020;26.146
25118 Juncosa;;;Renta neta media por hogar;2019;23.921
25118 Juncosa;;;Renta neta media por hogar;2018;26.547
25118 Juncosa;;;Renta neta media por hogar;2017;24.624
25118 Juncosa;;;Renta neta media por hogar;2016;24.525
25118 Juncosa;;;Renta neta media por hogar;2015;22.805
25119 Juneda;;;Renta neta media por hogar;2020;34.639
25119 Juneda;;;Renta neta media por hogar;2019;33.505
25119 Juneda;;;Renta neta media por hogar;2018;31.957
25119 Juneda;;;Renta neta media por hogar;2017;30.497
25119 Juneda;;;Renta neta media por hogar;2016;29.435
25119 Juneda;;;Renta neta media por hogar;2015;28.198
25120 Lleida;;;Renta neta media por hogar;2020;34.151
25120 Lleida;;;Renta neta media por hogar;2019;33.784
25120 Lleida;;;Renta neta media por hogar;2018;32.575
25120 Lleida;;;Renta neta media por hogar;2017;31.206
25120 Lleida;;;Renta neta media por hogar;2016;30.348
25120 Lleida;;;Renta neta media por hogar;2015;29.454
25121 Les;;;Renta neta media por hogar;2020;33.764
25121 Les;;;Renta neta media por hogar;2019;34.902
25121 Les;;;Renta neta media por hogar;2018;33.280
25121 Les;;;Renta neta media por hogar;2017;34.073
25121 Les;;;Renta neta media por hogar;2016;34.652
25121 Les;;;Renta neta media por hogar;2015;34.936
25122 Linyola;;;Renta neta media por hogar;2020;31.272
25122 Linyola;;;Renta neta media por hogar;2019;30.357
25122 Linyola;;;Renta neta media por hogar;2018;29.186
25122 Linyola;;;Renta neta media por hogar;2017;28.033
25122 Linyola;;;Renta neta media por hogar;2016;27.284
25122 Linyola;;;Renta neta media por hogar;2015;26.591
25123 Lladorre;;;Renta neta media por hogar;2020;33.064
25123 Lladorre;;;Renta neta media por hogar;2019;31.953
25123 Lladorre;;;Renta neta media por hogar;2018;33.593
25123 Lladorre;;;Renta neta media por hogar;2017;29.691
25123 Lladorre;;;Renta neta media por hogar;2016;30.527
25123 Lladorre;;;Renta neta media por hogar;2015;28.286
25124 Lladurs;;;Renta neta media por hogar;2020;38.843
25124 Lladurs;;;Renta neta media por hogar;2019;35.112
25124 Lladurs;;;Renta neta media por hogar;2018;36.271
25124 Lladurs;;;Renta neta media por hogar;2017;25.300
25124 Lladurs;;;Renta neta media por hogar;2016;24.980
25124 Lladurs;;;Renta neta media por hogar;2015;24.026
25125 Llardecans;;;Renta neta media por hogar;2020;29.673
25125 Llardecans;;;Renta neta media por hogar;2019;30.830
25125 Llardecans;;;Renta neta media por hogar;2018;30.656
25125 Llardecans;;;Renta neta media por hogar;2017;28.608
25125 Llardecans;;;Renta neta media por hogar;2016;28.143
25125 Llardecans;;;Renta neta media por hogar;2015;27.161
25126 Llavorsí;;;Renta neta media por hogar;2020;29.599
25126 Llavorsí;;;Renta neta media por hogar;2019;31.085
25126 Llavorsí;;;Renta neta media por hogar;2018;28.960
25126 Llavorsí;;;Renta neta media por hogar;2017;24.966
25126 Llavorsí;;;Renta neta media por hogar;2016;26.358
25126 Llavorsí;;;Renta neta media por hogar;2015;24.130
25127 Lles de Cerdanya;;;Renta neta media por hogar;2020;28.854
25127 Lles de Cerdanya;;;Renta neta media por hogar;2019;28.817
25127 Lles de Cerdanya;;;Renta neta media por hogar;2018;27.318
25127 Lles de Cerdanya;;;Renta neta media por hogar;2017;24.533
25127 Lles de Cerdanya;;;Renta neta media por hogar;2016;24.192
25127 Lles de Cerdanya;;;Renta neta media por hogar;2015;23.855
25128 Llimiana;;;Renta neta media por hogar;2020;31.046
25128 Llimiana;;;Renta neta media por hogar;2019;29.152
25128 Llimiana;;;Renta neta media por hogar;2018;27.545
25128 Llimiana;;;Renta neta media por hogar;2017;21.685
25128 Llimiana;;;Renta neta media por hogar;2016;21.332
25128 Llimiana;;;Renta neta media por hogar;2015;21.935
25129 Llobera;;;Renta neta media por hogar;2020;43.236
25129 Llobera;;;Renta neta media por hogar;2019;37.463
25129 Llobera;;;Renta neta media por hogar;2018;35.064
25129 Llobera;;;Renta neta media por hogar;2017;24.228
25129 Llobera;;;Renta neta media por hogar;2016;22.665
25129 Llobera;;;Renta neta media por hogar;2015;22.791
25130 Maldà;;;Renta neta media por hogar;2020;29.851
25130 Maldà;;;Renta neta media por hogar;2019;29.713
25130 Maldà;;;Renta neta media por hogar;2018;26.347
25130 Maldà;;;Renta neta media por hogar;2017;24.236
25130 Maldà;;;Renta neta media por hogar;2016;22.689
25130 Maldà;;;Renta neta media por hogar;2015;26.390
25131 Massalcoreig;;;Renta neta media por hogar;2020;27.853
25131 Massalcoreig;;;Renta neta media por hogar;2019;27.336
25131 Massalcoreig;;;Renta neta media por hogar;2018;25.696
25131 Massalcoreig;;;Renta neta media por hogar;2017;23.382
25131 Massalcoreig;;;Renta neta media por hogar;2016;22.923
25131 Massalcoreig;;;Renta neta media por hogar;2015;23.556
25132 Massoteres;;;Renta neta media por hogar;2020;38.517
25132 Massoteres;;;Renta neta media por hogar;2019;37.782
25132 Massoteres;;;Renta neta media por hogar;2018;36.083
25132 Massoteres;;;Renta neta media por hogar;2017;32.251
25132 Massoteres;;;Renta neta media por hogar;2016;32.963
25132 Massoteres;;;Renta neta media por hogar;2015;32.432
25133 Maials;;;Renta neta media por hogar;2020;27.528
25133 Maials;;;Renta neta media por hogar;2019;26.488
25133 Maials;;;Renta neta media por hogar;2018;26.318
25133 Maials;;;Renta neta media por hogar;2017;25.228
25133 Maials;;;Renta neta media por hogar;2016;24.503
25133 Maials;;;Renta neta media por hogar;2015;24.932
25134 Menàrguens;;;Renta neta media por hogar;2020;31.393
25134 Menàrguens;;;Renta neta media por hogar;2019;31.085
25134 Menàrguens;;;Renta neta media por hogar;2018;29.143
25134 Menàrguens;;;Renta neta media por hogar;2017;27.955
25134 Menàrguens;;;Renta neta media por hogar;2016;27.152
25134 Menàrguens;;;Renta neta media por hogar;2015;26.902
25135 Miralcamp;;;Renta neta media por hogar;2020;33.124
25135 Miralcamp;;;Renta neta media por hogar;2019;33.134
25135 Miralcamp;;;Renta neta media por hogar;2018;31.960
25135 Miralcamp;;;Renta neta media por hogar;2017;30.389
25135 Miralcamp;;;Renta neta media por hogar;2016;28.689
25135 Miralcamp;;;Renta neta media por hogar;2015;28.027
25136 Molsosa, La;;;Renta neta media por hogar;2020;44.541
25136 Molsosa, La;;;Renta neta media por hogar;2019;45.656
25136 Molsosa, La;;;Renta neta media por hogar;2018;47.080
25136 Molsosa, La;;;Renta neta media por hogar;2017;27.523
25136 Molsosa, La;;;Renta neta media por hogar;2016;26.382
25136 Molsosa, La;;;Renta neta media por hogar;2015;27.763
25137 Mollerussa;;;Renta neta media por hogar;2020;33.851
25137 Mollerussa;;;Renta neta media por hogar;2019;32.900
25137 Mollerussa;;;Renta neta media por hogar;2018;31.461
25137 Mollerussa;;;Renta neta media por hogar;2017;29.411
25137 Mollerussa;;;Renta neta media por hogar;2016;29.111
25137 Mollerussa;;;Renta neta media por hogar;2015;28.171
25138 Montgai;;;Renta neta media por hogar;2020;34.779
25138 Montgai;;;Renta neta media por hogar;2019;31.839
25138 Montgai;;;Renta neta media por hogar;2018;30.073
25138 Montgai;;;Renta neta media por hogar;2017;29.733
25138 Montgai;;;Renta neta media por hogar;2016;29.017
25138 Montgai;;;Renta neta media por hogar;2015;27.562
25139 Montellà i Martinet;;;Renta neta media por hogar;2020;27.266
25139 Montellà i Martinet;;;Renta neta media por hogar;2019;28.108
25139 Montellà i Martinet;;;Renta neta media por hogar;2018;25.849
25139 Montellà i Martinet;;;Renta neta media por hogar;2017;25.316
25139 Montellà i Martinet;;;Renta neta media por hogar;2016;25.933
25139 Montellà i Martinet;;;Renta neta media por hogar;2015;24.922
25140 Montferrer i Castellbò;;;Renta neta media por hogar;2020;30.486
25140 Montferrer i Castellbò;;;Renta neta media por hogar;2019;29.891
25140 Montferrer i Castellbò;;;Renta neta media por hogar;2018;29.019
25140 Montferrer i Castellbò;;;Renta neta media por hogar;2017;27.154
25140 Montferrer i Castellbò;;;Renta neta media por hogar;2016;26.799
25140 Montferrer i Castellbò;;;Renta neta media por hogar;2015;26.021
25141 Montoliu de Segarra;;;Renta neta media por hogar;2020;29.278
25141 Montoliu de Segarra;;;Renta neta media por hogar;2019;30.115
25141 Montoliu de Segarra;;;Renta neta media por hogar;2018;31.018
25141 Montoliu de Segarra;;;Renta neta media por hogar;2017;27.917
25141 Montoliu de Segarra;;;Renta neta media por hogar;2016;25.924
25141 Montoliu de Segarra;;;Renta neta media por hogar;2015;27.297
25142 Montoliu de Lleida;;;Renta neta media por hogar;2020;34.117
25142 Montoliu de Lleida;;;Renta neta media por hogar;2019;31.960
25142 Montoliu de Lleida;;;Renta neta media por hogar;2018;31.617
25142 Montoliu de Lleida;;;Renta neta media por hogar;2017;28.792
25142 Montoliu de Lleida;;;Renta neta media por hogar;2016;27.927
25142 Montoliu de Lleida;;;Renta neta media por hogar;2015;27.760
25143 Montornès de Segarra;;;Renta neta media por hogar;2020;35.146
25143 Montornès de Segarra;;;Renta neta media por hogar;2019;.
25143 Montornès de Segarra;;;Renta neta media por hogar;2018;44.992
25143 Montornès de Segarra;;;Renta neta media por hogar;2017;.
25143 Montornès de Segarra;;;Renta neta media por hogar;2016;.
25143 Montornès de Segarra;;;Renta neta media por hogar;2015;36.223
25145 Nalec;;;Renta neta media por hogar;2020;35.146
25145 Nalec;;;Renta neta media por hogar;2019;.
25145 Nalec;;;Renta neta media por hogar;2018;.
25145 Nalec;;;Renta neta media por hogar;2017;.
25145 Nalec;;;Renta neta media por hogar;2016;37.476
25145 Nalec;;;Renta neta media por hogar;2015;37.543
25146 Navès;;;Renta neta media por hogar;2020;35.231
25146 Navès;;;Renta neta media por hogar;2019;35.748
25146 Navès;;;Renta neta media por hogar;2018;34.730
25146 Navès;;;Renta neta media por hogar;2017;29.045
25146 Navès;;;Renta neta media por hogar;2016;27.739
25146 Navès;;;Renta neta media por hogar;2015;27.802
25148 Odèn;;;Renta neta media por hogar;2020;43.705
25148 Odèn;;;Renta neta media por hogar;2019;42.669
25148 Odèn;;;Renta neta media por hogar;2018;40.147
25148 Odèn;;;Renta neta media por hogar;2017;26.126
25148 Odèn;;;Renta neta media por hogar;2016;27.034
25148 Odèn;;;Renta neta media por hogar;2015;25.997
25149 Oliana;;;Renta neta media por hogar;2020;34.684
25149 Oliana;;;Renta neta media por hogar;2019;34.233
25149 Oliana;;;Renta neta media por hogar;2018;32.521
25149 Oliana;;;Renta neta media por hogar;2017;30.371
25149 Oliana;;;Renta neta media por hogar;2016;29.627
25149 Oliana;;;Renta neta media por hogar;2015;29.243
25150 Oliola;;;Renta neta media por hogar;2020;41.959
25150 Oliola;;;Renta neta media por hogar;2019;44.673
25150 Oliola;;;Renta neta media por hogar;2018;45.409
25150 Oliola;;;Renta neta media por hogar;2017;26.751
25150 Oliola;;;Renta neta media por hogar;2016;27.506
25150 Oliola;;;Renta neta media por hogar;2015;27.064
25151 Olius;;;Renta neta media por hogar;2020;43.623
25151 Olius;;;Renta neta media por hogar;2019;43.906
25151 Olius;;;Renta neta media por hogar;2018;42.600
25151 Olius;;;Renta neta media por hogar;2017;35.764
25151 Olius;;;Renta neta media por hogar;2016;33.345
25151 Olius;;;Renta neta media por hogar;2015;32.993
25152 Oluges, Les;;;Renta neta media por hogar;2020;53.039
25152 Oluges, Les;;;Renta neta media por hogar;2019;47.930
25152 Oluges, Les;;;Renta neta media por hogar;2018;39.782
25152 Oluges, Les;;;Renta neta media por hogar;2017;37.090
25152 Oluges, Les;;;Renta neta media por hogar;2016;39.136
25152 Oluges, Les;;;Renta neta media por hogar;2015;35.941
25153 Omellons, Els;;;Renta neta media por hogar;2020;27.280
25153 Omellons, Els;;;Renta neta media por hogar;2019;27.454
25153 Omellons, Els;;;Renta neta media por hogar;2018;27.157
25153 Omellons, Els;;;Renta neta media por hogar;2017;25.413
25153 Omellons, Els;;;Renta neta media por hogar;2016;25.330
25153 Omellons, Els;;;Renta neta media por hogar;2015;24.377
25154 Omells de na Gaia, Els;;;Renta neta media por hogar;2020;28.655
25154 Omells de na Gaia, Els;;;Renta neta media por hogar;2019;28.038
25154 Omells de na Gaia, Els;;;Renta neta media por hogar;2018;27.554
25154 Omells de na Gaia, Els;;;Renta neta media por hogar;2017;25.194
25154 Omells de na Gaia, Els;;;Renta neta media por hogar;2016;24.033
25154 Omells de na Gaia, Els;;;Renta neta media por hogar;2015;21.360
25155 Organyà;;;Renta neta media por hogar;2020;26.605
25155 Organyà;;;Renta neta media por hogar;2019;29.179
25155 Organyà;;;Renta neta media por hogar;2018;26.667
25155 Organyà;;;Renta neta media por hogar;2017;25.877
25155 Organyà;;;Renta neta media por hogar;2016;24.458
25155 Organyà;;;Renta neta media por hogar;2015;24.485
25156 Os de Balaguer;;;Renta neta media por hogar;2020;34.833
25156 Os de Balaguer;;;Renta neta media por hogar;2019;34.342
25156 Os de Balaguer;;;Renta neta media por hogar;2018;32.343
25156 Os de Balaguer;;;Renta neta media por hogar;2017;30.217
25156 Os de Balaguer;;;Renta neta media por hogar;2016;30.329
25156 Os de Balaguer;;;Renta neta media por hogar;2015;29.753
25157 Ossó de Sió;;;Renta neta media por hogar;2020;59.621
25157 Ossó de Sió;;;Renta neta media por hogar;2019;51.700
25157 Ossó de Sió;;;Renta neta media por hogar;2018;53.734
25157 Ossó de Sió;;;Renta neta media por hogar;2017;32.313
25157 Ossó de Sió;;;Renta neta media por hogar;2016;32.606
25157 Ossó de Sió;;;Renta neta media por hogar;2015;33.586
25158 Palau d'Anglesola, El;;;Renta neta media por hogar;2020;37.167
25158 Palau d'Anglesola, El;;;Renta neta media por hogar;2019;36.445
25158 Palau d'Anglesola, El;;;Renta neta media por hogar;2018;33.222
25158 Palau d'Anglesola, El;;;Renta neta media por hogar;2017;31.265
25158 Palau d'Anglesola, El;;;Renta neta media por hogar;2016;30.350
25158 Palau d'Anglesola, El;;;Renta neta media por hogar;2015;30.484
25161 Conca de Dalt;;;Renta neta media por hogar;2020;34.096
25161 Conca de Dalt;;;Renta neta media por hogar;2019;33.616
25161 Conca de Dalt;;;Renta neta media por hogar;2018;32.792
25161 Conca de Dalt;;;Renta neta media por hogar;2017;23.120
25161 Conca de Dalt;;;Renta neta media por hogar;2016;22.545
25161 Conca de Dalt;;;Renta neta media por hogar;2015;21.984
25163 Coma i la Pedra, La;;;Renta neta media por hogar;2020;33.047
25163 Coma i la Pedra, La;;;Renta neta media por hogar;2019;31.985
25163 Coma i la Pedra, La;;;Renta neta media por hogar;2018;31.166
25163 Coma i la Pedra, La;;;Renta neta media por hogar;2017;28.046
25163 Coma i la Pedra, La;;;Renta neta media por hogar;2016;26.955
25163 Coma i la Pedra, La;;;Renta neta media por hogar;2015;26.377
25164 Penelles;;;Renta neta media por hogar;2020;37.465
25164 Penelles;;;Renta neta media por hogar;2019;36.330
25164 Penelles;;;Renta neta media por hogar;2018;34.097
25164 Penelles;;;Renta neta media por hogar;2017;30.009
25164 Penelles;;;Renta neta media por hogar;2016;30.302
25164 Penelles;;;Renta neta media por hogar;2015;30.450
25165 Peramola;;;Renta neta media por hogar;2020;32.706
25165 Peramola;;;Renta neta media por hogar;2019;33.284
25165 Peramola;;;Renta neta media por hogar;2018;32.161
25165 Peramola;;;Renta neta media por hogar;2017;26.476
25165 Peramola;;;Renta neta media por hogar;2016;26.057
25165 Peramola;;;Renta neta media por hogar;2015;24.713
25166 Pinell de Solsonès;;;Renta neta media por hogar;2020;40.935
25166 Pinell de Solsonès;;;Renta neta media por hogar;2019;43.235
25166 Pinell de Solsonès;;;Renta neta media por hogar;2018;42.666
25166 Pinell de Solsonès;;;Renta neta media por hogar;2017;24.776
25166 Pinell de Solsonès;;;Renta neta media por hogar;2016;25.553
25166 Pinell de Solsonès;;;Renta neta media por hogar;2015;23.924
25167 Pinós;;;Renta neta media por hogar;2020;39.249
25167 Pinós;;;Renta neta media por hogar;2019;35.555
25167 Pinós;;;Renta neta media por hogar;2018;32.712
25167 Pinós;;;Renta neta media por hogar;2017;24.453
25167 Pinós;;;Renta neta media por hogar;2016;25.946
25167 Pinós;;;Renta neta media por hogar;2015;28.894
25168 Poal, El;;;Renta neta media por hogar;2020;37.336
25168 Poal, El;;;Renta neta media por hogar;2019;35.517
25168 Poal, El;;;Renta neta media por hogar;2018;33.374
25168 Poal, El;;;Renta neta media por hogar;2017;32.433
25168 Poal, El;;;Renta neta media por hogar;2016;31.895
25168 Poal, El;;;Renta neta media por hogar;2015;30.194
25169 Pobla de Cérvoles, La;;;Renta neta media por hogar;2020;25.081
25169 Pobla de Cérvoles, La;;;Renta neta media por hogar;2019;24.736
25169 Pobla de Cérvoles, La;;;Renta neta media por hogar;2018;24.244
25169 Pobla de Cérvoles, La;;;Renta neta media por hogar;2017;24.596
25169 Pobla de Cérvoles, La;;;Renta neta media por hogar;2016;22.573
25169 Pobla de Cérvoles, La;;;Renta neta media por hogar;2015;23.253
25170 Bellaguarda;;;Renta neta media por hogar;2020;27.304
25170 Bellaguarda;;;Renta neta media por hogar;2019;26.445
25170 Bellaguarda;;;Renta neta media por hogar;2018;25.545
25170 Bellaguarda;;;Renta neta media por hogar;2017;24.496
25170 Bellaguarda;;;Renta neta media por hogar;2016;23.337
25170 Bellaguarda;;;Renta neta media por hogar;2015;21.832
25171 Pobla de Segur, La;;;Renta neta media por hogar;2020;31.369
25171 Pobla de Segur, La;;;Renta neta media por hogar;2019;30.631
25171 Pobla de Segur, La;;;Renta neta media por hogar;2018;29.502
25171 Pobla de Segur, La;;;Renta neta media por hogar;2017;28.132
25171 Pobla de Segur, La;;;Renta neta media por hogar;2016;28.144
25171 Pobla de Segur, La;;;Renta neta media por hogar;2015;27.433
25172 Ponts;;;Renta neta media por hogar;2020;31.166
25172 Ponts;;;Renta neta media por hogar;2019;30.759
25172 Ponts;;;Renta neta media por hogar;2018;29.824
25172 Ponts;;;Renta neta media por hogar;2017;28.259
25172 Ponts;;;Renta neta media por hogar;2016;27.956
25172 Ponts;;;Renta neta media por hogar;2015;26.369
25173 Pont de Suert, El;;;Renta neta media por hogar;2020;31.965
25173 Pont de Suert, El;;;Renta neta media por hogar;2019;31.489
25173 Pont de Suert, El;;;Renta neta media por hogar;2018;29.429
25173 Pont de Suert, El;;;Renta neta media por hogar;2017;29.053
25173 Pont de Suert, El;;;Renta neta media por hogar;2016;28.602
25173 Pont de Suert, El;;;Renta neta media por hogar;2015;27.921
25174 Portella, La;;;Renta neta media por hogar;2020;39.199
25174 Portella, La;;;Renta neta media por hogar;2019;37.450
25174 Portella, La;;;Renta neta media por hogar;2018;36.400
25174 Portella, La;;;Renta neta media por hogar;2017;33.100
25174 Portella, La;;;Renta neta media por hogar;2016;33.121
